OD.plate,OD.row,OD.col,OD600.raw,OD750.raw,Blankstart.600,Blankstart.750,Blankend.600,Blankend.750,note
29.1.2,A,2,0.069,0.136,0.042,0.042,0.04,0.041,"plate 29.1.2 has a little bit of column 7 in column 1 or column 2, it did not noticeably affect volume so not redone"
29.1.2,B,2,0.088,0.1,0.039,0.04,0.038,0.04,"plate 29.1.2 has a little bit of column 7 in column 1 or column 2, it did not noticeably affect volume so not redone"
29.1.2,C,2,0.131,0.119,0.04,0.039,0.039,0.039,"plate 29.1.2 has a little bit of column 7 in column 1 or column 2, it did not noticeably affect volume so not redone"
29.1.2,D,2,0.181,0.162,0.039,0.04,0.039,0.039,"plate 29.1.2 has a little bit of column 7 in column 1 or column 2, it did not noticeably affect volume so not redone"
29.1.2,E,2,0.078,0.08,0.039,0.041,0.039,0.041,"plate 29.1.2 has a little bit of column 7 in column 1 or column 2, it did not noticeably affect volume so not redone"
29.1.2,F,2,0.114,0.106,0.04,0.041,0.039,0.042,"plate 29.1.2 has a little bit of column 7 in column 1 or column 2, it did not noticeably affect volume so not redone"
29.1.2,G,2,0.048,0.044,0.092,0.089,0.04,0.039,"plate 29.1.2 has a little bit of column 7 in column 1 or column 2, it did not noticeably affect volume so not redone"
29.1.2,H,2,0.054,0.048,0.065,0.063,0.04,0.039,"plate 29.1.2 has a little bit of column 7 in column 1 or column 2, it did not noticeably affect volume so not redone"
29.1.2,A,3,0.048,0.045,0.044,0.044,0.041,0.041,
29.1.2,B,3,0.06,0.059,0.041,0.043,0.039,0.042,
29.1.2,C,3,0.323,0.239,0.04,0.039,0.039,0.039,
29.1.2,D,3,0.054,0.047,0.042,0.039,0.041,0.039,
29.1.2,E,3,0.046,0.045,0.041,0.04,0.041,0.039,
29.1.2,F,3,0.045,0.041,0.04,0.038,0.041,0.039,
29.1.2,G,3,0.05,0.045,0.041,0.041,0.04,0.04,
29.1.2,H,3,0.05,0.044,0.04,0.039,0.039,0.039,
29.1.2,A,4,0.043,0.042,0.041,0.042,0.041,0.041,
29.1.2,B,4,0.047,0.047,0.041,0.043,0.04,0.042,
29.1.2,C,4,0.042,0.04,0.041,0.04,0.041,0.039,
29.1.2,D,4,0.047,0.044,0.042,0.042,0.042,0.041,
29.1.2,E,4,0.11,0.114,0.04,0.044,0.039,0.043,
29.1.2,F,4,0.149,0.135,0.04,0.042,0.039,0.041,
29.1.2,G,4,0.046,0.056,0.04,0.041,0.039,0.04,
29.1.2,H,4,0.041,0.04,0.041,0.04,0.041,0.04,
29.1.2,A,5,0.136,0.117,0.04,0.04,0.041,0.04,
29.1.2,B,5,0.065,0.057,0.04,0.041,0.039,0.04,
29.1.2,C,5,0.057,0.046,0.042,0.041,0.04,0.039,
29.1.2,D,5,0.056,0.048,0.04,0.04,0.039,0.04,
29.1.2,E,5,0.142,0.134,0.04,0.043,0.04,0.043,
29.1.2,F,5,0.131,0.12,0.043,0.041,0.041,0.04,
29.1.2,G,5,0.061,0.052,0.04,0.043,0.039,0.043,
29.1.2,H,5,0.061,0.049,0.042,0.041,0.043,0.042,
29.1.2,A,6,0.047,0.045,0.04,0.039,0.039,0.039,
29.1.2,B,6,0.046,0.058,0.039,0.042,0.039,0.038,
29.1.2,C,6,0.054,0.047,0.041,0.04,0.041,0.039,
29.1.2,D,6,0.044,0.041,0.04,0.041,0.039,0.039,
29.1.2,E,6,0.05,0.046,0.04,0.04,0.04,0.04,
29.1.2,F,6,0.052,0.049,0.041,0.04,0.04,0.04,
29.1.2,G,6,0.049,0.045,0.041,0.042,0.041,0.041,
29.1.2,H,6,0.05,0.045,0.041,0.04,0.042,0.04,
29.1.2,A,7,0.054,0.064,0.041,0.042,0.04,0.041,
29.1.2,B,7,0.122,0.13,0.04,0.04,0.039,0.039,
29.1.2,C,7,0.248,0.252,0.04,0.04,0.04,0.039,
29.1.2,D,7,0.254,0.233,0.04,0.039,0.04,0.039,
29.1.2,E,7,0.294,0.236,0.04,0.039,0.04,0.04,
29.1.2,F,7,0.201,0.182,0.04,0.04,0.039,0.039,
29.1.2,G,7,0.052,0.053,0.045,0.044,0.045,0.045,
29.1.2,H,7,0.419,0.518,0.046,0.048,0.047,0.049,
29.1.2,A,8,0.049,0.045,0.04,0.04,0.04,0.04,
29.1.2,B,8,0.047,0.043,0.039,0.039,0.039,0.038,
29.1.2,C,8,0.042,0.041,0.04,0.04,0.039,0.039,
29.1.2,D,8,0.043,0.042,0.039,0.039,0.039,0.039,
29.1.2,E,8,0.071,0.065,0.04,0.041,0.04,0.041,
29.1.2,F,8,0.044,0.047,0.042,0.042,0.041,0.041,
29.1.2,G,8,0.041,0.041,0.041,0.042,0.041,0.041,
29.1.2,H,8,0.043,0.04,0.043,0.041,0.043,0.041,
29.1.2,A,9,0.047,0.043,0.042,0.042,0.042,0.041,
29.1.2,B,9,0.044,0.041,0.04,0.04,0.039,0.039,
29.1.2,C,9,0.043,0.041,0.041,0.041,0.04,0.04,
29.1.2,D,9,0.046,0.045,0.041,0.042,0.041,0.041,
29.1.2,E,9,0.041,0.043,0.04,0.044,0.04,0.043,
29.1.2,F,9,0.041,0.039,0.041,0.04,0.04,0.039,
29.1.2,G,9,0.066,0.061,0.04,0.043,0.039,0.042,
29.1.2,H,9,0.044,0.041,0.041,0.04,0.042,0.041,
29.1.2,A,10,0.041,0.041,0.04,0.039,0.041,0.041,
29.1.2,B,10,0.041,0.041,0.04,0.041,0.039,0.04,
29.1.2,C,10,0.104,0.106,0.04,0.039,0.04,0.039,
29.1.2,D,10,0.046,0.045,0.041,0.04,0.041,0.04,
29.1.2,E,10,0.041,0.041,0.04,0.041,0.041,0.042,
29.1.2,F,10,0.044,0.042,0.041,0.039,0.041,0.04,
29.1.2,G,10,0.045,0.041,0.042,0.041,0.041,0.04,
29.1.2,H,10,0.042,0.041,0.041,0.039,0.042,0.04,
29.1.2,A,11,0.047,0.045,0.043,0.043,0.041,0.042,
29.1.2,B,11,0.541,0.555,0.04,0.04,0.04,0.04,
29.1.2,C,11,0.043,0.041,0.04,0.04,0.04,0.04,
29.1.2,D,11,0.043,0.041,0.04,0.04,0.039,0.039,
29.1.2,E,11,0.048,0.046,0.04,0.041,0.04,0.041,
29.1.2,F,11,0.051,0.049,0.041,0.043,0.043,0.045,
29.1.2,G,11,0.048,0.045,0.039,0.039,0.039,0.04,
29.1.2,H,11,0.045,0.042,0.044,0.043,0.041,0.04,
29.1.2,A,12,0.049,0.044,0.042,0.041,0.041,0.041,
29.1.2,B,12,0.046,0.042,0.04,0.04,0.039,0.039,
29.1.2,C,12,0.054,0.049,0.04,0.039,0.039,0.039,
29.1.2,D,12,0.053,0.048,0.04,0.04,0.04,0.039,
29.1.2,E,12,0.048,0.046,0.04,0.04,0.041,0.04,
29.1.2,F,12,0.265,0.26,0.041,0.041,0.041,0.041,
29.1.2,G,12,0.044,0.042,0.04,0.04,0.04,0.04,
29.1.2,H,12,0.047,0.045,0.04,0.04,0.041,0.04,
30.1.2,A,1,0.047,0.059,0.041,0.041,0.045,0.043,
30.1.2,B,1,0.047,0.066,0.039,0.039,0.039,0.039,
30.1.2,C,1,0.041,0.052,0.039,0.039,0.039,0.039,
30.1.2,D,1,0.059,0.067,0.04,0.04,0.039,0.039,
30.1.2,E,1,0.045,0.042,0.04,0.041,0.04,0.041,
30.1.2,F,1,0.045,0.043,0.041,0.041,0.04,0.04,
30.1.2,G,1,0.098,0.101,0.039,0.039,0.039,0.039,
30.1.2,H,1,0.042,0.041,0.04,0.039,0.041,0.04,
30.1.2,A,2,0.19,0.178,0.042,0.042,0.04,0.041,
30.1.2,B,2,0.381,0.306,0.039,0.04,0.038,0.04,
30.1.2,C,2,0.054,0.045,0.04,0.039,0.039,0.039,
30.1.2,D,2,0.054,0.046,0.039,0.04,0.039,0.039,
30.1.2,E,2,0.056,0.048,0.039,0.041,0.039,0.041,
30.1.2,F,2,0.059,0.052,0.04,0.041,0.039,0.042,
30.1.2,G,2,0.071,0.058,0.092,0.089,0.04,0.039,
30.1.2,H,2,0.088,0.074,0.065,0.063,0.04,0.039,
30.1.2,A,3,0.064,0.061,0.044,0.044,0.041,0.041,
30.1.2,B,3,0.049,0.048,0.041,0.043,0.039,0.042,
30.1.2,C,3,0.05,0.042,0.04,0.039,0.039,0.039,
30.1.2,D,3,0.055,0.044,0.042,0.039,0.041,0.039,
30.1.2,E,3,0.144,0.128,0.041,0.04,0.041,0.039,
30.1.2,F,3,0.043,0.038,0.04,0.038,0.041,0.039,
30.1.2,G,3,0.041,0.041,0.041,0.041,0.04,0.04,
30.1.2,H,3,0.046,0.043,0.04,0.039,0.039,0.039,
30.1.2,A,4,0.049,0.048,0.041,0.042,0.041,0.041,
30.1.2,B,4,0.045,0.045,0.041,0.043,0.04,0.042,
30.1.2,C,4,0.057,0.051,0.041,0.04,0.041,0.039,
30.1.2,D,4,0.077,0.068,0.042,0.042,0.042,0.041,
30.1.2,E,4,0.227,0.195,0.04,0.044,0.039,0.043,
30.1.2,F,4,0.246,0.218,0.04,0.042,0.039,0.041,
30.1.2,G,4,0.057,0.058,0.04,0.041,0.039,0.04,
30.1.2,H,4,0.07,0.065,0.041,0.04,0.041,0.04,
30.1.2,A,5,0.042,0.041,0.04,0.04,0.041,0.04,
30.1.2,B,5,0.041,0.041,0.04,0.041,0.039,0.04,
30.1.2,C,5,0.047,0.043,0.042,0.041,0.04,0.039,
30.1.2,D,5,0.045,0.044,0.04,0.04,0.039,0.04,
30.1.2,E,5,0.265,0.222,0.04,0.043,0.04,0.043,
30.1.2,F,5,0.274,0.22,0.043,0.041,0.041,0.04,
30.1.2,G,5,0.041,0.044,0.04,0.043,0.039,0.043,
30.1.2,H,5,0.044,0.041,0.042,0.041,0.043,0.042,
30.1.2,A,6,0.042,0.041,0.04,0.039,0.039,0.039,
30.1.2,B,6,0.058,0.151,0.039,0.042,0.039,0.038,
30.1.2,C,6,0.079,0.086,0.041,0.04,0.041,0.039,
30.1.2,D,6,0.15,0.126,0.04,0.041,0.039,0.039,
30.1.2,E,6,0.049,0.047,0.04,0.04,0.04,0.04,
30.1.2,F,6,0.067,0.057,0.041,0.04,0.04,0.04,
30.1.2,G,6,0.202,0.147,0.041,0.042,0.041,0.041,
30.1.2,H,6,0.111,0.099,0.041,0.04,0.042,0.04,
30.1.2,A,7,0.042,0.047,0.041,0.042,0.04,0.041,
30.1.2,B,7,0.04,0.039,0.04,0.04,0.039,0.039,
30.1.2,C,7,0.04,0.039,0.04,0.04,0.04,0.039,
30.1.2,D,7,0.046,0.044,0.04,0.039,0.04,0.039,
30.1.2,E,7,0.044,0.041,0.04,0.039,0.04,0.04,
30.1.2,F,7,0.04,0.039,0.04,0.04,0.039,0.039,
30.1.2,G,7,0.06,0.054,0.045,0.044,0.045,0.045,
30.1.2,H,7,0.119,0.103,0.046,0.048,0.047,0.049,
30.1.2,A,8,0.11,0.089,0.04,0.04,0.04,0.04,
30.1.2,B,8,0.103,0.094,0.039,0.039,0.039,0.038,
30.1.2,C,8,0.103,0.089,0.04,0.04,0.039,0.039,
30.1.2,D,8,0.16,0.143,0.039,0.039,0.039,0.039,
30.1.2,E,8,0.041,0.041,0.04,0.041,0.04,0.041,
30.1.2,F,8,0.223,0.212,0.042,0.042,0.041,0.041,
30.1.2,G,8,0.093,0.086,0.041,0.042,0.041,0.041,
30.1.2,H,8,0.268,0.215,0.043,0.041,0.043,0.041,
30.1.2,A,9,0.049,0.043,0.042,0.042,0.042,0.041,
30.1.2,B,9,0.051,0.045,0.04,0.04,0.039,0.039,
30.1.2,C,9,0.057,0.047,0.041,0.041,0.04,0.04,
30.1.2,D,9,0.113,0.096,0.041,0.042,0.041,0.041,
30.1.2,E,9,0.041,0.043,0.04,0.044,0.04,0.043,
30.1.2,F,9,0.149,0.122,0.041,0.04,0.04,0.039,
30.1.2,G,9,0.047,0.046,0.04,0.043,0.039,0.042,
30.1.2,H,9,0.131,0.113,0.041,0.04,0.042,0.041,
30.1.2,A,10,0.048,0.045,0.04,0.039,0.041,0.041,
30.1.2,B,10,0.132,0.12,0.04,0.041,0.039,0.04,
30.1.2,C,10,0.211,0.207,0.04,0.039,0.04,0.039,
30.1.2,D,10,0.3,0.276,0.041,0.04,0.041,0.04,
30.1.2,E,10,0.152,0.131,0.04,0.041,0.041,0.042,
30.1.2,F,10,0.16,0.152,0.041,0.039,0.041,0.04,
30.1.2,G,10,0.05,0.046,0.042,0.041,0.041,0.04,
30.1.2,H,10,0.138,0.146,0.041,0.039,0.042,0.04,
30.1.2,A,11,0.055,0.055,0.043,0.043,0.041,0.042,
30.1.2,B,11,0.043,0.047,0.04,0.04,0.04,0.04,
30.1.2,C,11,0.04,0.04,0.04,0.04,0.04,0.04,
30.1.2,D,11,0.042,0.04,0.04,0.04,0.039,0.039,
30.1.2,E,11,0.045,0.045,0.04,0.041,0.04,0.041,
30.1.2,F,11,0.045,0.046,0.041,0.043,0.043,0.045,
30.1.2,G,11,0.041,0.04,0.039,0.039,0.039,0.04,
30.1.2,H,11,0.044,0.041,0.044,0.043,0.041,0.04,
30.1.2,A,12,0.068,0.053,0.042,0.041,0.041,0.041,
30.1.2,B,12,0.042,0.04,0.04,0.04,0.039,0.039,
30.1.2,C,12,0.04,0.039,0.04,0.039,0.039,0.039,
30.1.2,D,12,0.046,0.047,0.04,0.04,0.04,0.039,
30.1.2,E,12,0.045,0.043,0.04,0.04,0.041,0.04,
30.1.2,F,12,0.163,0.131,0.041,0.041,0.041,0.041,
30.1.2,G,12,0.04,0.039,0.04,0.04,0.04,0.04,
30.1.2,H,12,0.054,0.064,0.04,0.04,0.041,0.04,
31.1.2,A,1,0.05,0.047,0.041,0.041,0.045,0.043,
31.1.2,B,1,0.074,0.069,0.039,0.039,0.039,0.039,
31.1.2,C,1,0.102,0.077,0.039,0.039,0.039,0.039,
31.1.2,D,1,0.067,0.052,0.04,0.04,0.039,0.039,
31.1.2,E,1,0.054,0.051,0.04,0.041,0.04,0.041,
31.1.2,F,1,0.053,0.05,0.041,0.041,0.04,0.04,
31.1.2,G,1,0.059,0.049,0.039,0.039,0.039,0.039,
31.1.2,H,1,0.055,0.047,0.04,0.039,0.041,0.04,
31.1.2,A,2,0.046,0.044,0.042,0.042,0.04,0.041,
31.1.2,B,2,0.049,0.046,0.039,0.04,0.038,0.04,
31.1.2,C,2,0.043,0.041,0.04,0.039,0.039,0.039,
31.1.2,D,2,0.041,0.04,0.039,0.04,0.039,0.039,
31.1.2,E,2,0.041,0.042,0.039,0.041,0.039,0.041,
31.1.2,F,2,0.041,0.043,0.04,0.041,0.039,0.042,
31.1.2,G,2,0.045,0.042,0.092,0.089,0.04,0.039,
31.1.2,H,2,0.048,0.045,0.065,0.063,0.04,0.039,
31.1.2,A,3,0.052,0.046,0.044,0.044,0.041,0.041,
31.1.2,B,3,0.049,0.046,0.041,0.043,0.039,0.042,
31.1.2,C,3,0.072,0.058,0.04,0.039,0.039,0.039,
31.1.2,D,3,0.06,0.05,0.042,0.039,0.041,0.039,
31.1.2,E,3,0.079,0.066,0.041,0.04,0.041,0.039,
31.1.2,F,3,0.059,0.05,0.04,0.038,0.041,0.039,
31.1.2,G,3,0.061,0.051,0.041,0.041,0.04,0.04,
31.1.2,H,3,0.064,0.051,0.04,0.039,0.039,0.039,
31.1.2,A,4,0.057,0.056,0.041,0.042,0.041,0.041,
31.1.2,B,4,0.043,0.045,0.041,0.043,0.04,0.042,
31.1.2,C,4,0.045,0.048,0.041,0.04,0.041,0.039,
31.1.2,D,4,0.174,0.147,0.042,0.042,0.042,0.041,
31.1.2,E,4,0.042,0.045,0.04,0.044,0.039,0.043,
31.1.2,F,4,0.046,0.05,0.04,0.042,0.039,0.041,
31.1.2,G,4,0.041,0.043,0.04,0.041,0.039,0.04,
31.1.2,H,4,0.041,0.04,0.041,0.04,0.041,0.04,
31.1.2,A,5,0.231,0.188,0.04,0.04,0.041,0.04,
31.1.2,B,5,0.046,0.06,0.04,0.041,0.039,0.04,
31.1.2,C,5,0.18,0.16,0.042,0.041,0.04,0.039,
31.1.2,D,5,0.056,0.059,0.04,0.04,0.039,0.04,
31.1.2,E,5,0.23,0.202,0.04,0.043,0.04,0.043,
31.1.2,F,5,0.19,0.154,0.043,0.041,0.041,0.04,
31.1.2,G,5,0.226,0.191,0.04,0.043,0.039,0.043,
31.1.2,H,5,0.076,0.09,0.042,0.041,0.043,0.042,
31.1.2,A,6,0.136,0.128,0.04,0.039,0.039,0.039,
31.1.2,B,6,0.048,0.052,0.039,0.042,0.039,0.038,
31.1.2,C,6,0.047,0.075,0.041,0.04,0.041,0.039,
31.1.2,D,6,0.244,0.208,0.04,0.041,0.039,0.039,
31.1.2,E,6,0.044,0.087,0.04,0.04,0.04,0.04,
31.1.2,F,6,0.053,0.095,0.041,0.04,0.04,0.04,
31.1.2,G,6,0.197,0.17,0.041,0.042,0.041,0.041,
31.1.2,H,6,0.199,0.17,0.041,0.04,0.042,0.04,
31.1.2,A,7,0.056,0.052,0.041,0.042,0.04,0.041,
31.1.2,B,7,0.059,0.055,0.04,0.04,0.039,0.039,
31.1.2,C,7,0.064,0.054,0.04,0.04,0.04,0.039,
31.1.2,D,7,0.059,0.051,0.04,0.039,0.04,0.039,
31.1.2,E,7,0.063,0.053,0.04,0.039,0.04,0.04,
31.1.2,F,7,0.073,0.056,0.04,0.04,0.039,0.039,
31.1.2,G,7,0.076,0.064,0.045,0.044,0.045,0.045,
31.1.2,H,7,0.093,0.079,0.046,0.048,0.047,0.049,
31.1.2,A,8,0.108,0.178,0.04,0.04,0.04,0.04,
31.1.2,B,8,0.23,0.189,0.039,0.039,0.039,0.038,
31.1.2,C,8,0.044,0.043,0.04,0.04,0.039,0.039,
31.1.2,D,8,0.051,0.054,0.039,0.039,0.039,0.039,
31.1.2,E,8,0.043,0.044,0.04,0.041,0.04,0.041,
31.1.2,F,8,0.044,0.044,0.042,0.042,0.041,0.041,
31.1.2,G,8,0.045,0.045,0.041,0.042,0.041,0.041,
31.1.2,H,8,0.066,0.05,0.043,0.041,0.043,0.041,
31.1.2,A,9,0.068,0.072,0.042,0.042,0.042,0.041,
31.1.2,B,9,0.07,0.068,0.04,0.04,0.039,0.039,
31.1.2,C,9,0.064,0.087,0.041,0.041,0.04,0.04,
31.1.2,D,9,0.066,0.061,0.041,0.042,0.041,0.041,
31.1.2,E,9,0.073,0.081,0.04,0.044,0.04,0.043,
31.1.2,F,9,0.119,0.099,0.041,0.04,0.04,0.039,
31.1.2,G,9,0.126,0.113,0.04,0.043,0.039,0.042,
31.1.2,H,9,0.076,0.073,0.041,0.04,0.042,0.041,
31.1.2,A,10,0.047,0.043,0.04,0.039,0.041,0.041,
31.1.2,B,10,0.055,0.051,0.04,0.041,0.039,0.04,
31.1.2,C,10,0.206,0.17,0.04,0.039,0.04,0.039,
31.1.2,D,10,0.082,0.102,0.041,0.04,0.041,0.04,
31.1.2,E,10,0.046,0.044,0.04,0.041,0.041,0.042,
31.1.2,F,10,0.042,0.04,0.041,0.039,0.041,0.04,
31.1.2,G,10,0.375,0.332,0.042,0.041,0.041,0.04,
31.1.2,H,10,0.366,0.316,0.041,0.039,0.042,0.04,
31.1.2,A,11,0.082,0.1,0.043,0.043,0.041,0.042,
31.1.2,B,11,0.128,0.129,0.04,0.04,0.04,0.04,
31.1.2,C,11,0.147,0.131,0.04,0.04,0.04,0.04,
31.1.2,D,11,0.23,0.191,0.04,0.04,0.039,0.039,
31.1.2,E,11,0.15,0.126,0.04,0.041,0.04,0.041,
31.1.2,F,11,0.255,0.202,0.041,0.043,0.043,0.045,
31.1.2,G,11,0.166,0.139,0.039,0.039,0.039,0.04,
31.1.2,H,11,0.203,0.163,0.044,0.043,0.041,0.04,
31.1.2,A,12,0.1,0.091,0.042,0.041,0.041,0.041,
31.1.2,B,12,0.043,0.045,0.04,0.04,0.039,0.039,
31.1.2,C,12,0.042,0.042,0.04,0.039,0.039,0.039,
31.1.2,D,12,0.099,0.087,0.04,0.04,0.04,0.039,
31.1.2,E,12,0.042,0.041,0.04,0.04,0.041,0.04,
31.1.2,F,12,0.221,0.211,0.041,0.041,0.041,0.041,
31.1.2,G,12,0.046,0.044,0.04,0.04,0.04,0.04,
31.1.2,H,12,0.199,0.208,0.04,0.04,0.041,0.04,
32.1.2,A,1,0.156,0.141,0.041,0.041,0.045,0.043,
32.1.2,B,1,0.052,0.05,0.039,0.039,0.039,0.039,
32.1.2,C,1,0.284,0.237,0.039,0.039,0.039,0.039,
32.1.2,D,1,0.216,0.19,0.04,0.04,0.039,0.039,
32.1.2,E,1,0.217,0.186,0.04,0.041,0.04,0.041,
32.1.2,F,1,0.25,0.213,0.041,0.041,0.04,0.04,
32.1.2,G,1,0.056,0.053,0.039,0.039,0.039,0.039,
32.1.2,H,1,0.474,0.52,0.04,0.039,0.041,0.04,
32.1.2,A,2,0.163,0.205,0.042,0.042,0.04,0.041,
32.1.2,B,2,0.053,0.102,0.039,0.04,0.038,0.04,
32.1.2,C,2,0.062,0.049,0.04,0.039,0.039,0.039,
32.1.2,D,2,0.067,0.055,0.039,0.04,0.039,0.039,
32.1.2,E,2,0.076,0.066,0.039,0.041,0.039,0.041,
32.1.2,F,2,0.113,0.097,0.04,0.041,0.039,0.042,
32.1.2,G,2,0.051,0.043,0.092,0.089,0.04,0.039,
32.1.2,H,2,0.051,0.043,0.065,0.063,0.04,0.039,
32.1.2,A,3,0.05,0.048,0.044,0.044,0.041,0.041,
32.1.2,B,3,0.054,0.052,0.041,0.043,0.039,0.042,
32.1.2,C,3,0.065,0.058,0.04,0.039,0.039,0.039,
32.1.2,D,3,0.061,0.052,0.042,0.039,0.041,0.039,
32.1.2,E,3,0.104,0.078,0.041,0.04,0.041,0.039,
32.1.2,F,3,0.071,0.053,0.04,0.038,0.041,0.039,
32.1.2,G,3,0.05,0.045,0.041,0.041,0.04,0.04,
32.1.2,H,3,0.067,0.053,0.04,0.039,0.039,0.039,
32.1.2,A,4,0.057,0.055,0.041,0.042,0.041,0.041,
32.1.2,B,4,0.053,0.053,0.041,0.043,0.04,0.042,
32.1.2,C,4,0.084,0.072,0.041,0.04,0.041,0.039,
32.1.2,D,4,0.091,0.171,0.042,0.042,0.042,0.041,
32.1.2,E,4,0.053,0.05,0.04,0.044,0.039,0.043,
32.1.2,F,4,0.053,0.048,0.04,0.042,0.039,0.041,
32.1.2,G,4,0.049,0.048,0.04,0.041,0.039,0.04,
32.1.2,H,4,0.045,0.04,0.041,0.04,0.041,0.04,
32.1.2,A,5,0.051,0.048,0.04,0.04,0.041,0.04,
32.1.2,B,5,0.045,0.044,0.04,0.041,0.039,0.04,
32.1.2,C,5,0.064,0.085,0.042,0.041,0.04,0.039,
32.1.2,D,5,0.044,0.042,0.04,0.04,0.039,0.04,
32.1.2,E,5,0.051,0.048,0.04,0.043,0.04,0.043,
32.1.2,F,5,0.052,0.045,0.043,0.041,0.041,0.04,
32.1.2,G,5,0.053,0.05,0.04,0.043,0.039,0.043,
32.1.2,H,5,0.052,0.046,0.042,0.041,0.043,0.042,
32.1.2,A,6,0.043,0.042,0.04,0.039,0.039,0.039,
32.1.2,B,6,0.06,0.056,0.039,0.042,0.039,0.038,
32.1.2,C,6,0.044,0.042,0.041,0.04,0.041,0.039,
32.1.2,D,6,0.046,0.05,0.04,0.041,0.039,0.039,
32.1.2,E,6,0.04,0.038,0.04,0.04,0.04,0.04,
32.1.2,F,6,0.042,0.04,0.041,0.04,0.04,0.04,
32.1.2,G,6,0.085,0.074,0.041,0.042,0.041,0.041,
32.1.2,H,6,0.047,0.043,0.041,0.04,0.042,0.04,
32.1.2,A,7,0.053,0.052,0.041,0.042,0.04,0.041,
32.1.2,B,7,0.054,0.053,0.04,0.04,0.039,0.039,
32.1.2,C,7,0.28,0.254,0.04,0.04,0.04,0.039,
32.1.2,D,7,0.382,0.327,0.04,0.039,0.04,0.039,
32.1.2,E,7,0.048,0.047,0.04,0.039,0.04,0.04,
32.1.2,F,7,0.119,0.106,0.04,0.04,0.039,0.039,
32.1.2,G,7,0.054,0.051,0.045,0.044,0.045,0.045,
32.1.2,H,7,0.054,0.054,0.046,0.048,0.047,0.049,
32.1.2,A,8,0.054,0.048,0.04,0.04,0.04,0.04,
32.1.2,B,8,0.059,0.049,0.039,0.039,0.039,0.038,
32.1.2,C,8,0.206,0.152,0.04,0.04,0.039,0.039,
32.1.2,D,8,0.141,0.111,0.039,0.039,0.039,0.039,
32.1.2,E,8,0.05,0.047,0.04,0.041,0.04,0.041,
32.1.2,F,8,0.056,0.067,0.042,0.042,0.041,0.041,
32.1.2,G,8,0.179,0.168,0.041,0.042,0.041,0.041,
32.1.2,H,8,0.051,0.044,0.043,0.041,0.043,0.041,
32.1.2,A,9,0.147,0.097,0.042,0.042,0.042,0.041,
32.1.2,B,9,0.049,0.061,0.04,0.04,0.039,0.039,
32.1.2,C,9,0.109,0.116,0.041,0.041,0.04,0.04,
32.1.2,D,9,0.064,0.063,0.041,0.042,0.041,0.041,
32.1.2,E,9,0.102,0.089,0.04,0.044,0.04,0.043,
32.1.2,F,9,0.168,0.298,0.041,0.04,0.04,0.039,
32.1.2,G,9,0.139,0.126,0.04,0.043,0.039,0.042,
32.1.2,H,9,0.052,0.052,0.041,0.04,0.042,0.041,
32.1.2,A,10,0.053,0.049,0.04,0.039,0.041,0.041,
32.1.2,B,10,1.011,0.986,0.04,0.041,0.039,0.04,
32.1.2,C,10,0.06,0.052,0.04,0.039,0.04,0.039,
32.1.2,D,10,0.051,0.044,0.041,0.04,0.041,0.04,
32.1.2,E,10,0.046,0.044,0.04,0.041,0.041,0.042,
32.1.2,F,10,0.046,0.04,0.041,0.039,0.041,0.04,
32.1.2,G,10,0.076,0.066,0.042,0.041,0.041,0.04,
32.1.2,H,10,0.451,0.356,0.041,0.039,0.042,0.04,
32.1.2,A,11,0.045,0.042,0.043,0.043,0.041,0.042,
32.1.2,B,11,0.046,0.043,0.04,0.04,0.04,0.04,
32.1.2,C,11,0.053,0.047,0.04,0.04,0.04,0.04,
32.1.2,D,11,0.056,0.048,0.04,0.04,0.039,0.039,
32.1.2,E,11,0.166,0.151,0.04,0.041,0.04,0.041,
32.1.2,F,11,0.06,0.058,0.041,0.043,0.043,0.045,
32.1.2,G,11,0.055,0.051,0.039,0.039,0.039,0.04,
32.1.2,H,11,0.054,0.051,0.044,0.043,0.041,0.04,
32.1.2,A,12,0.047,0.045,0.042,0.041,0.041,0.041,
32.1.2,B,12,0.044,0.042,0.04,0.04,0.039,0.039,
32.1.2,C,12,0.048,0.045,0.04,0.039,0.039,0.039,
32.1.2,D,12,0.046,0.044,0.04,0.04,0.04,0.039,
32.1.2,E,12,0.043,0.042,0.04,0.04,0.041,0.04,
32.1.2,F,12,0.042,0.041,0.041,0.041,0.041,0.041,
32.1.2,G,12,0.043,0.041,0.04,0.04,0.04,0.04,
32.1.2,H,12,0.043,0.041,0.04,0.04,0.041,0.04,
33.1.2,A,1,0.047,0.044,0.041,0.041,0.045,0.043,
33.1.2,B,1,0.046,0.046,0.039,0.039,0.039,0.039,
33.1.2,C,1,0.19,0.173,0.039,0.039,0.039,0.039,
33.1.2,D,1,0.045,0.044,0.04,0.04,0.039,0.039,
33.1.2,E,1,0.052,0.052,0.04,0.041,0.04,0.041,
33.1.2,F,1,0.049,0.048,0.041,0.041,0.04,0.04,
33.1.2,G,1,0.044,0.043,0.039,0.039,0.039,0.039,
33.1.2,H,1,0.065,0.06,0.04,0.039,0.041,0.04,
33.1.2,A,2,0.05,0.049,0.042,0.042,0.04,0.041,
33.1.2,B,2,0.047,0.049,0.039,0.04,0.038,0.04,
33.1.2,C,2,0.089,0.108,0.04,0.039,0.039,0.039,
