notes,collector,plate,row,column,ROI,,,,,,,,,
,MG,24.1,C,6,34,,,,,,,,,
,MG,24.1,D,1,6,,,,,,,,,
,MG,24.1,D,2,10,,,,,,,,,
,MG,24.1,D,3,27,20,24,,,,,,,
,MG,24.1,D,4,12,8,19,22,25,13,,,,
,MG,24.1,D,5,21,14,,,,,,,,
,MG,24.1,D,6,15,26,,,,,,,,
,MG,24.2,A,1,66,,,,,,,,,
,MG,24.2,A,2,75,,,,,,,,,
,MG,24.2,A,3,,,,,,,,,,
,MG,24.2,A,4,61,63,70,74,,,,,,
,MG,24.2,A,5,59,64,72,65,73,60,,,,
,MG,24.2,A,6,67,,,,,,,,,
,MG,24.2,B,1,51,,,,,,,,,
,MG,24.2,B,2,,,,,,,,,,
,MG,24.2,B,3,50,52,,,,,,,,
,MG,24.2,B,4,45,55,,,,,,,,
,MG,24.2,B,5,49,53,54,,,,,,,
,MG,24.2,B,6,47,,,,,,,,,
,MG,24.2,C,1,36,81,,,,,,,,
,MG,24.2,C,2,,,,,,,,,,
,MG,24.2,C,3,41,42,,,,,,,,
,MG,24.2,C,4,40,,,,,,,,,
,MG,24.2,C,5,37,32,38,,,,,,,
,MG,24.2,C,6,39,31,34,,,,,,,
,MG,24.2,D,1,14,,,,,,,,,
,MG,24.2,D,2,18,,,,,,,,,
,MG,24.2,D,3,20,,,,,,,,,
,MG,24.2,D,4,10,9,15,13,,,,,,
,MG,24.2,D,5,19,22,,,,,,,,
,MG,24.2,D,6,21,,,,,,,,,
,MG,25.1,A,1,106,98,102,,,,,,,
,MG,25.1,A,2,97,119,,,,,,,,
,MG,25.1,A,3,121,120,,,,,,,,
,MG,25.1,A,4,103,111,108,,,,,,,
,MG,25.1,A,5,92,94,,,,,,,,
,MG,25.1,A,6,91,,,,,,,,,
,MG,25.1,B,1,79,73,68,69,71,78,,,,
,MG,25.1,B,2,74,,,,,,,,,
,MG,25.1,B,3,76,66,,,,,,,,
,MG,25.1,B,4,72,77,,,,,,,,
,MG,25.1,B,5,75,,,,,,,,,
,MG,25.1,B,6,70,,,,,,,,,
,MG,25.1,C,1,44,52,58,60,62,63,54,61,,
,MG,25.1,C,2,57,,,,,,,,,
,MG,25.1,C,3,53,50,45,,,,,,,
,MG,25.1,C,4,51,,,,,,,,,
,MG,25.1,C,5,48,,,,,,,,,
,MG,25.1,C,6,46,49,55,56,,,,,,
,MG,25.1,D,1,34,27,16,33,38,,,,,
,MG,25.1,D,2,31,,,,,,,,,
,MG,25.1,D,3,22,,,,,,,,,
,MG,25.1,D,4,26,,,,,,,,,
,MG,25.1,D,5,23,,,,,,,,,
,MG,25.1,D,6,25,11,,,,,,,,
,MG,25.2,A,1,96,98,101,,,,,,,
,MG,25.2,A,2,88,,,,,,,,,
,MG,25.2,A,3,83,,,,,,,,,
,MG,25.2,A,4,,,,,,,,,,
,MG,25.2,A,5,81,,,,,,,,,
,MG,25.2,A,6,78,112,,,,,,,,
,MG,25.2,B,1,64,74,73,,,,,,,
,MG,25.2,B,2,69,,,,,,,,,
,MG,25.2,B,3,67,68,,,,,,,,
,MG,25.2,B,4,,,,,,,,,,
,MG,25.2,B,5,72,,,,,,,,,
,MG,25.2,B,6,65,71,113,,,,,,,
,MG,25.2,C,1,50,48,40,38,41,43,36,53,56,
,MG,25.2,C,2,42,,,,,,,,,
,MG,25.2,C,3,39,37,,,,,,,,
,MG,25.2,C,4,,,,,,,,,,
,MG,25.2,C,5,44,,,,,,,,,
,MG,25.2,C,6,51,55,54,49,114,,,,,
,MG,25.2,D,1,22,24,,,,,,,,
,MG,25.2,D,2,20,,,,,,,,,
,MG,25.2,D,3,8,13,9,11,15,19,,,,
,MG,25.2,D,4,,,,,,,,,,
,MG,25.2,D,5,25,7,,,,,,,,
,MG,25.2,D,6,14,,,,,,,,,
,MG,26.1,A,1,69,76,68,84,,,,,,
,MG,26.1,A,2,79,82,85,,,,,,,
,MG,26.1,A,3,86,77,,,,,,,,
,MG,26.1,A,4,72,71,73,,,,,,,
,MG,26.1,A,5,60,80,83,,,,,,,
,MG,26.1,A,6,67,75,62,,,,,,,
,MG,26.1,B,1,42,47,54,56,,,,,,
,MG,26.1,B,2,38,44,39,41,,,,,,
,MG,26.1,B,3,50,49,,,,,,,,
,MG,26.1,B,4,40,45,,,,,,,,
,MG,26.1,B,5,46,52,48,,,,,,,
,MG,26.1,B,6,51,,,,,,,,,
,MG,26.1,C,1,33,34,,,,,,,,
,MG,26.1,C,2,20,22,21,,,,,,,
,MG,26.1,C,3,23,27,31,,,,,,,
,MG,26.1,C,4,25,,,,,,,,,
,MG,26.1,C,5,24,30,32,35,28,26,29,,,
,MG,26.1,C,6,,,,,,,,,,
,MG,26.1,D,1,10,,,,,,,,,
,MG,26.1,D,2,6,17,,,,,,,,
,MG,26.1,D,3,8,9,16,14,,,,,,
,MG,26.1,D,4,3,12,11,,,,,,,
,MG,26.1,D,5,15,7,,,,,,,,
,MG,26.1,D,6,91,,,,,,,,,
,MG,26.2,A,1,69,66,71,75,,,,,,
,MG,26.2,A,2,74,79,81,,,,,,,
,MG,26.2,A,3,NA,,,,,,,,,
,MG,26.2,A,4,68,,,,,,,,,
,MG,26.2,A,5,61,67,63,,,,,,,
,MG,26.2,A,6,NA,,,,,,,,,
,MG,26.2,B,1,50,48,51,,,,,,,
,MG,26.2,B,2,46,47,,,,,,,,
,MG,26.2,B,3,57,,,,,,,,,
,MG,26.2,B,4,55,,,,,,,,,
,MG,26.2,B,5,53,49,45,41,42,,,,,
,MG,26.2,B,6,58,52,44,56,,,,,,
,MG,26.2,C,1,38,39,,,,,,,,
,MG,26.2,C,2,36,32,37,33,35,17,,,,
,MG,26.2,C,3,22,27,26,29,28,,,,,
,MG,26.2,C,4,18,25,,,,,,,,
,MG,26.2,C,5,23,24,30,34,,,,,,
,MG,26.2,C,6,20,31,16,,,,,,,
,MG,26.2,D,1,8,4,,,,,,,,
,MG,26.2,D,2,1,6,12,15,,,,,,
,MG,26.2,D,3,11,,,,,,,,,
,MG,26.2,D,4,9,,,,,,,,,
,MG,26.2,D,5,7,14,10,,,,,,,
,MG,26.2,D,6,2,3,5,,,,,,,
,MG,27.1,A,1,106,120,125,127,114,128,,,,
,MG,27.1,A,2,105,107,112,,,,,,,
,MG,27.1,A,3,101,104,108,116,111,,,,,
,MG,27.1,A,4,99,102,110,124,119,115,,,,
,MG,27.1,A,5,103,113,100,,,,,,,
,MG,27.1,A,6,89,93,98,122,,,,,,
,MG,27.1,B,1,79,81,86,85,76,,,,,
,MG,27.1,B,2,64,66,70,,,,,,,
,MG,27.1,B,3,73,74,82,71,75,84,,,,
,MG,27.1,B,4,62,60,61,72,69,68,83,,,
,MG,27.1,B,5,NA,,,,,,,,,
,MG,27.1,B,6,65,67,63,77,,,,,,
,MG,27.1,C,1,31,37,45,52,50,,,,,
,MG,27.1,C,2,35,34,26,40,,,,,,
,MG,27.1,C,3,42,39,,,,,,,,
,MG,27.1,C,4,43,41,51,53,56,58,,,,
,MG,27.1,C,5,46,27,32,,,,,,,
,MG,27.1,C,6,28,30,48,134,,,,,,
,MG,27.1,D,1,16,12,22,21,20,23,,,,
,MG,27.1,D,2,7,,,,,,,,,
,MG,27.1,D,3,10,6,11,15,,,,,,
,MG,27.1,D,4,14,9,,,,,,,,
,MG,27.1,D,5,8,18,19,,,,,,,
,MG,27.1,D,6,13,17,,,,,,,,
,MG,27.2,A,1,79,70,66,78,,,,,,
,MG,27.2,A,2,69,,,,,,,,,
,MG,27.2,A,3,77,72,71,,,,,,,
,MG,27.2,A,4,74,,,,,,,,,
,MG,27.2,A,5,67,68,65,,,,,,,
,MG,27.2,A,6,80,63,61,,,,,,,
,MG,27.2,B,1,45,53,58,,,,,,,
,MG,27.2,B,2,44,59,57,,,,,,,
,MG,27.2,B,3,51,56,,,,,,,,
,MG,27.2,B,4,55,54,49,,,,,,,
,MG,27.2,B,5,46,50,,,,,,,,
,MG,27.2,B,6,47,48,52,,,,,,,
,MG,27.2,C,1,25,26,32,29,40,,,,,
,MG,27.2,C,2,39,43,,,,,,,,
,MG,27.2,C,3,35,31,28,38,,,,,,
,MG,27.2,C,4,42,36,,,,,,,,
,MG,27.2,C,5,27,34,,,,,,,,
,MG,27.2,C,6,30,33,37,41,,,,,,
,MG,27.2,D,1,3,16,24,18,,,,,,
,MG,27.2,D,2,2,4,6,10,15,19,,,,
,MG,27.2,D,3,5,9,21,,,,,,,
,MG,27.2,D,4,14,,,,,,,,,
,MG,27.2,D,5,23,20,13,,,,,,,
,MG,27.2,D,6,7,12,22,11,,,,,,
,MG,28.1,A,1,64,69,79,83,75,85,86,87,,
,MG,28.1,A,2,73,74,,,,,,,,
,MG,28.1,A,3,81,,,,,,,,,
,MG,28.1,A,4,90,84,,,,,,,,
,MG,28.1,A,5,72,82,,,,,,,,
,MG,28.1,A,6,66,70,77,78,80,76,,,,
,MG,28.1,B,1,47,51,60,,,,,,,
,MG,28.1,B,2,59,,,,,,,,,
,MG,28.1,B,3,45,52,57,,,,,,,
,MG,28.1,B,4,44,49,56,62,,,,,,
,MG,28.1,B,5,43,48,53,55,,,,,,
,MG,28.1,B,6,46,50,54,58,61,,,,,
,MG,28.1,C,1,29,28,37,,,,,,,
,MG,28.1,C,2,34,38,,,,,,,,
,MG,28.1,C,3,30,27,,,,,,,,
,MG,28.1,C,4,32,26,35,41,,,,,,
,MG,28.1,C,5,25,24,36,,,,,,,
,MG,28.1,C,6,23,33,31,39,40,,,,,
,MG,28.1,D,1,4,14,17,21,19,,,,,
,MG,28.1,D,2,,,,,,,,,,
,MG,28.1,D,3,8,7,16,,,,,,,
,MG,28.1,D,4,6,11,20,22,,,,,,
,MG,28.1,D,5,13,18,10,,,,,,,
,MG,28.1,D,6,2,3,9,15,1,,,,,
,MG,28.2,A,1,77,81,86,88,,,,,,
,MG,28.2,A,2,83,,,,,,,,,
,MG,28.2,A,3,72,73,,,,,,,,
,MG,28.2,A,4,76,78,85,82,,,,,,
,MG,28.2,A,5,79,87,89,,,,,,,
,MG,28.2,A,6,84,80,75,90,91,,,,,
,MG,28.2,B,1,59,55,56,,,,,,,
,MG,28.2,B,2,70,,,,,,,,,
,MG,28.2,B,3,64,63,,,,,,,,
,MG,28.2,B,4,54,67,69,65,,,,,,
,MG,28.2,B,5,66,68,,,,,,,,
,MG,28.2,B,6,60,57,61,,,,,,,
,MG,28.2,C,1,34,41,38,47,,,,,,
,MG,28.2,C,2,36,,,,,,,,,
,MG,28.2,C,3,37,36,,,,,,,,
,MG,28.2,C,4,32,35,44,50,,,,,,
,MG,28.2,C,5,40,48,,,,,,,,
,MG,28.2,C,6,33,39,43,46,,,,,,
,MG,28.2,D,1,24,28,26,21,,,,,,
,MG,28.2,D,2,NA,,,,,,,,,
,MG,28.2,D,3,12,,,,,,,,,
,MG,28.2,D,4,4,20,23,,,,,,,
,MG,28.2,D,5,10,14,18,17,,,,,,
,MG,28.2,D,6,1,9,,,,,,,,
,MG,29.1,A,1,76,77,75,80,,,,,,
,MG,29.1,A,2,85,91,,,,,,,,
,MG,29.1,A,3,79,82,83,,,,,,,
,MG,29.1,A,4,100,,,,,,,,,
,MG,29.1,A,5,84,89,,,,,,,,
,MG,29.1,A,6,87,86,,,,,,,,
,MG,29.1,B,1,54,57,65,60,,,,,,
,MG,29.1,B,2,64,63,,,,,,,,
,MG,29.1,B,3,56,58,67,68,50,,,,,
,MG,29.1,B,4,55,,,,,,,,,
,MG,29.1,B,5,51,53,59,61,66,,,,,
,MG,29.1,B,6,52,62,,,,,,,,
,MG,29.1,C,1,33,41,47,48,45,,,,,
,MG,29.1,C,2,38,43,,,,,,,,
,MG,29.1,C,3,36,39,37,34,31,,,,,
,MG,29.1,C,4,42,44,,,,,,,,
,MG,29.1,C,5,28,29,32,35,,,,,,
,MG,29.1,C,6,30,46,40,,,,,,,
,MG,29.1,D,1,6,8,25,23,24,,,,,
,MG,29.1,D,2,3,13,12,4,21,,,,,
,MG,29.1,D,3,1,5,11,18,10,19,,,,
,MG,29.1,D,4,15,20,,,,,,,,
,MG,29.1,D,5,16,17,22,,,,,,,
,MG,29.1,D,6,14,9,,,,,,,,
,MG,29.2,A,1,113,115,131,,,,,,,
,MG,29.2,A,2,108,109,103,107,117,,,,,
,MG,29.2,A,3,106,102,111,105,,,,,,
,MG,29.2,A,4,121,127,126,,,,,,,
,MG,29.2,A,5,104,,,,,,,,,
,MG,29.2,A,6,132,,,,,,,,,
,MG,29.2,B,1,72,80,81,85,86,88,,,,
,MG,29.2,B,2,82,79,87,91,90,,,,,
,MG,29.2,B,3,61,62,78,74,,,,,,
,MG,29.2,B,4,77,66,,,,,,,,
,MG,29.2,B,5,75,64,71,65,68,,,,,
,MG,29.2,B,6,76,73,84,,,,,,,
,MG,29.2,C,1,47,52,55,56,59,,,,,
,MG,29.2,C,2,49,54,,,,,,,,
,MG,29.2,C,3,51,50,44,57,60,,,,,
,MG,29.2,C,4,45,,,,,,,,,
,MG,29.2,C,5,39,38,42,41,53,58,,,,
,MG,29.2,C,6,37,40,43,48,46,,,,,
,MG,29.2,D,1,20,26,29,32,34,,,,,
,MG,29.2,D,2,16,13,23,21,28,31,33,,,
,MG,29.2,D,3,10,4,2,5,27,,,,,
,MG,29.2,D,4,14,,,,,,,,,
,MG,29.2,D,5,7,18,11,24,15,,,,,
,MG,29.2,D,6,3,8,22,25,30,,,,,
,MG,30.1,A,1,90,89,91,93,112,111,105,,,
,MG,30.1,A,2,96,92,102,103,109,,,,,
,MG,30.1,A,3,107,114,115,117,116,,,,,
,MG,30.1,A,4,88,94,100,104,118,,,,,
,MG,30.1,A,5,97,95,110,106,,,,,,
,MG,30.1,A,6,101,98,99,108,113,,,,,
,MG,30.1,B,1,67,73,77,86,,,,,,
,MG,30.1,B,2,62,60,72,65,79,,,,,
,MG,30.1,B,3,64,74,82,76,80,,,,,
,MG,30.1,B,4,71,69,75,66,,,,,,
,MG,30.1,B,5,63,70,68,83,,,,,,
,MG,30.1,B,6,61,81,84,85,,,,,,
,MG,30.1,C,1,30,31,36,38,40,54,52,,,
,MG,30.1,C,2,53,47,43,58,56,55,,,,
,MG,30.1,C,3,37,35,42,49,51,,,,,
,MG,30.1,C,4,48,,,,,,,,,
,MG,30.1,C,5,33,46,50,,,,,,,
,MG,30.1,C,6,32,39,34,41,45,44,,,,
,MG,30.1,D,1,1,3,13,11,23,25,27,28,,
,MG,30.1,D,2,4,10,20,16,15,,,,,
,MG,30.1,D,3,14,22,26,,,,,,,
,MG,30.1,D,4,6,9,19,18,,,,,,
,MG,30.1,D,5,5,8,7,17,,,,,,
,MG,30.1,D,6,2,12,21,24,29,,,,,
,MG,30.2,A,1,88,98,85,81,90,96,83,,,
,MG,30.2,A,2,95,89,97,,,,,,,
,MG,30.2,A,3,86,92,99,,,,,,,
,MG,30.2,A,4,94,101,104,,,,,,,
,MG,30.2,A,5,87,82,102,,,,,,,
,MG,30.2,A,6,80,84,91,100,93,,,,,
,MG,30.2,B,1,72,71,70,61,74,,,,,
,MG,30.2,B,2,66,76,79,,,,,,,
,MG,30.2,B,3,75,64,78,73,,,,,,
,MG,30.2,B,4,67,62,63,,,,,,,
,MG,30.2,B,5,58,68,65,,,,,,,
,MG,30.2,B,6,57,59,60,69,77,,,,,
,MG,30.2,C,1,27,28,47,50,55,56,,,,
,MG,30.2,C,2,31,37,45,54,,,,,,
,MG,30.2,C,3,33,49,36,,,,,,,
,MG,30.2,C,4,30,35,43,48,39,40,,,,
,MG,30.2,C,5,32,29,34,42,,,,,,
,MG,30.2,C,6,46,41,44,38,26,53,52,51,,
,MG,30.2,D,1,13,6,10,25,21,12,,,,
,MG,30.2,D,2,17,5,2,,,,,,,
,MG,30.2,D,3,1,3,15,20,,,,,,
,MG,30.2,D,4,4,9,16,22,,,,,,
,MG,30.2,D,5,11,19,,,,,,,,
,MG,30.2,D,6,14,18,23,8,7,,,,,
,MG,31.1,A,1,83,87,97,102,108,92,,,,
,MG,31.1,A,2,89,91,82,,,,,,,
,MG,31.1,A,3,110,109,106,103,,,,,,
,MG,31.1,A,4,101,,,,,,,,,
,MG,31.1,A,5,84,85,,,,,,,,
,MG,31.1,A,6,86,111,105,,,,,,,
,MG,31.1,B,1,57,59,71,,,,,,,
,MG,31.1,B,2,67,68,60,,,,,,,
,MG,31.1,B,3,58,69,63,70,78,,,,,
,MG,31.1,B,4,66,,,,,,,,,
,MG,31.1,B,5,74,77,61,79,,,,,,
,MG,31.1,B,6,55,65,64,62,76,73,75,,,
,MG,31.1,C,1,45,36,38,42,32,,,,,
,MG,31.1,C,2,27,30,29,33,44,,,,,
,MG,31.1,C,3,51,46,41,48,52,,,,,
,MG,31.1,C,4,53,39,34,,,,,,,
,MG,31.1,C,5,50,40,31,35,28,,,,,
,MG,31.1,C,6,43,47,25,,,,,,,
,MG,31.1,D,1,18,12,11,15,21,,,,,
,MG,31.1,D,2,9,10,20,22,19,,,,,
,MG,31.1,D,3,4,2,3,,,,,,,
,MG,31.1,D,4,1,8,14,23,16,,,,,
,MG,31.1,D,5,5,13,17,,,,,,,
,MG,31.1,D,6,7,6,,,,,,,,
,MG,31.2,A,1,84,89,82,88,95,90,,,,
,MG,31.2,A,2,92,,,,,,,,,
,MG,31.2,A,3,76,78,85,80,81,,,,,
,MG,31.2,A,4,98,86,,,,,,,,
,MG,31.2,A,5,100,,,,,,,,,
,MG,31.2,A,6,77,,,,,,,,,
,MG,31.2,B,1,64,60,71,72,69,,,,,
,MG,31.2,B,2,48,49,59,46,73,,,,,
,MG,31.2,B,3,65,53,50,57,55,,,,,
,MG,31.2,B,4,56,54,61,,,,,,,
,MG,31.2,B,5,63,68,62,,,,,,,
,MG,31.2,B,6,45,44,47,58,70,,,,,
,MG,31.2,C,1,24,25,,,,,,,,
,MG,31.2,C,2,40,36,38,41,,,,,,
,MG,31.2,C,3,35,34,,,,,,,,
,MG,31.2,C,4,27,31,,,,,,,,
,MG,31.2,C,5,23,26,28,33,,,,,,
,MG,31.2,C,6,30,,,,,,,,,
,MG,31.2,D,1,15,11,16,19,,,,,,
,MG,31.2,D,2,4,12,14,18,,,,,,
,MG,31.2,D,3,8,6,17,21,,,,,,
,MG,31.2,D,4,20,,,,,,,,,
,MG,31.2,D,5,7,10,13,,,,,,,
,MG,31.2,D,6,1,3,5,,,,,,,
,MG,32.1,A,1,89,98,105,109,,,,,,
,MG,32.1,A,2,107,,,,,,,,,
,MG,32.1,A,3,82,96,102,90,99,,,,,
,MG,32.1,A,4,95,104,93,94,101,,,,,
,MG,32.1,A,5,86,97,100,,,,,,,
,MG,32.1,A,6,85,88,87,91,103,108,,,,
,MG,32.1,B,1,64,78,70,76,,,,,,
,MG,32.1,B,2,67,,,,,,,,,
,MG,32.1,B,3,71,73,80,74,,,,,,
,MG,32.1,B,4,61,68,72,77,,,,,,
,MG,32.1,B,5,62,63,69,79,66,,,,,
,MG,32.1,B,6,65,75,,,,,,,,
,MG,32.1,C,1,46,42,53,52,51,58,,,,
,MG,32.1,C,2,31,35,,,,,,,,
,MG,32.1,C,3,55,48,43,,,,,,,
,MG,32.1,C,4,49,40,38,45,50,,,,,
,MG,32.1,C,5,36,47,,,,,,,,
,MG,32.1,C,6,41,44,54,57,56,,,,,
,MG,32.1,D,1,14,18,22,26,,,,,,
,MG,32.1,D,2,,,,,,,,,,
,MG,32.1,D,3,15,21,17,12,25,,,,,
,MG,32.1,D,4,3,5,13,23,,,,,,
,MG,32.1,D,5,24,,,,,,,,,
,MG,32.1,D,6,10,19,16,11,8,20,,,,
,MG,32.2,A,1,74,63,66,81,87,,,,,
,MG,32.2,A,2,88,75,65,,,,,,,
,MG,32.2,A,3,62,70,78,85,,,,,,
,MG,32.2,A,4,71,68,86,84,,,,,,
,MG,32.2,A,5,73,77,,,,,,,,
,MG,32.2,A,6,69,67,64,82,79,,,,,
,MG,32.2,B,1,51,53,45,,,,,,,
,MG,32.2,B,2,54,58,,,,,,,,
,MG,32.2,B,3,59,56,,,,,,,,
,MG,32.2,B,4,55,49,,,,,,,,
,MG,32.2,B,5,48,46,,,,,,,,
,MG,32.2,B,6,50,47,57,,,,,,,
,MG,32.2,C,1,30,37,39,38,,,,,,
,MG,32.2,C,2,,,,,,,,,,
,MG,32.2,C,3,23,27,43,,,,,,,
,MG,32.2,C,4,24,41,40,36,42,,,,,
,MG,32.2,C,5,34,28,31,35,,,,,,
,MG,32.2,C,6,25,26,33,,,,,,,
,MG,32.2,D,1,12,16,18,21,,,,,,
,MG,32.2,D,2,,,,,,,,,,
,MG,32.2,D,3,9,7,13,20,,,,,,
,MG,32.2,D,4,10,17,19,14,,,,,,
,MG,32.2,D,5,8,,,,,,,,,
,MG,32.2,D,6,5,6,,,,,,,,
,MG,33.1,A,1,105,116,112,121,118,124,,,,
,MG,33.1,A,2,110,109,,,,,,,,
,MG,33.1,A,3,108,106,104,,,,,,,
,MG,33.1,A,4,,,,,,,,,,
,MG,33.1,A,5,102,107,123,,,,,,,
,MG,33.1,A,6,103,111,,,,,,,,
,MG,33.1,B,1,71,78,84,89,90,96,91,,,
,MG,33.1,B,2,86,81,75,,,,,,,
,MG,33.1,B,3,94,97,,,,,,,,
,MG,33.1,B,4,88,,,,,,,,,
,MG,33.1,B,5,79,73,70,77,72,74,82,87,83,92
,MG,33.1,B,6,76,95,93,,,,,,,
,MG,33.1,C,1,37,42,34,35,60,56,,,,
,MG,33.1,C,2,50,59,57,63,67,69,,,,
,MG,33.1,C,3,43,46,58,62,68,,,,,
,MG,33.1,C,4,41,45,55,61,,,,,,
,MG,33.1,C,5,33,36,39,52,53,47,48,40,,
,MG,33.1,C,6,38,49,44,51,,,,,,
,MG,33.1,D,1,8,4,7,18,15,13,19,27,,
,MG,33.1,D,2,20,16,25,22,,,,,,
,MG,33.1,D,3,24,26,,,,,,,,
,MG,33.1,D,4,14,11,,,,,,,,
,MG,33.1,D,5,6,12,10,23,30,31,1,,,
,MG,33.1,D,6,21,29,17,28,,,,,,
,MG,33.2,A,1,95,108,116,123,,,,,,
,MG,33.2,A,2,88,97,104,,,,,,,
,MG,33.2,A,3,85,94,99,107,109,111,112,119,,
,MG,33.2,A,4,87,98,124,122,125,,,,,
,MG,33.2,A,5,101,100,91,103,114,115,121,118,120,128
,MG,33.2,A,6,89,84,105,,,,,,,
,MG,33.2,B,1,64,63,70,79,,,,,,
,MG,33.2,B,2,62,76,,,,,,,,
,MG,33.2,B,3,61,69,71,73,65,81,82,,,
,MG,33.2,B,4,67,,,,,,,,,
,MG,33.2,B,5,74,72,75,68,58,60,,,,
,MG,33.2,B,6,66,78,,,,,,,,
,MG,33.2,C,1,37,33,48,46,44,42,,,,
,MG,33.2,C,2,28,29,47,53,51,55,43,,,
,MG,33.2,C,3,38,30,32,41,39,52,,,,
,MG,33.2,C,4,34,50,49,,,,,,,
,MG,33.2,C,5,27,56,,,,,,,,
,MG,33.2,C,6,25,31,36,40,35,,,,,
,MG,33.2,D,1,18,22,20,23,24,,,,,
,MG,33.2,D,2,13,7,11,12,,,,,,
,MG,33.2,D,3,3,6,,,,,,,,
,MG,33.2,D,4,17,9,19,,,,,,,
,MG,33.2,D,5,14,15,8,,,,,,,
,MG,33.2,D,6,10,16,5,,,,,,,
,MG,34.1,A,1,88,91,99,108,100,113,115,116,117,118
,MG,34.1,A,2,103,,,,,,,,,
,MG,34.1,A,3,92,90,102,105,114,,,,,
,MG,34.1,A,4,87,89,101,97,110,111,,,,
,MG,34.1,A,5,106,107,96,94,,,,,,
,MG,34.1,A,6,93,98,95,112,109,,,,,
,MG,34.1,B,1,67,77,81,83,,,,,,
,MG,34.1,B,2,82,,,,,,,,,
,MG,34.1,B,3,74,75,80,85,,,,,,
,MG,34.1,B,4,70,84,86,,,,,,,
,MG,34.1,B,5,68,65,63,76,79,,,,,
,MG,34.1,B,6,69,62,,,,,,,,
,MG,34.1,C,1,38,44,55,,,,,,,
,MG,34.1,C,2,40,,,,,,,,,
,MG,34.1,C,3,57,46,54,42,,,,,,
,MG,34.1,C,4,35,37,56,49,,,,,,
,MG,34.1,C,5,34,41,52,47,,,,,,
,MG,34.1,C,6,36,39,48,50,43,53,,,,
,MG,34.1,D,1,13,27,33,,,,,,,
,MG,34.1,D,2,21,26,,,,,,,,
,MG,34.1,D,3,18,32,30,31,,,,,,
,MG,34.1,D,4,3,10,14,20,25,29,28,,,
,MG,34.1,D,5,12,19,17,24,,,,,,
,MG,34.1,D,6,2,11,23,16,15,22,,,,
,MG,34.2,A,1,94,85,90,99,103,,,,,
,MG,34.2,A,2,96,,,,,,,,,
,MG,34.2,A,3,80,81,86,84,,,,,,
,MG,34.2,A,4,82,88,97,,,,,,,
,MG,34.2,A,5,83,92,91,,,,,,,
,MG,34.2,A,6,79,95,101,102,,,,,,
,MG,34.2,B,1,56,58,71,66,,,,,,
,MG,34.2,B,2,59,,,,,,,,,
,MG,34.2,B,3,63,64,68,70,73,,,,,
,MG,34.2,B,4,60,52,50,72,67,,,,,
,MG,34.2,B,5,49,54,57,51,62,,,,,
,MG,34.2,B,6,53,55,61,69,,,,,,
,MG,34.2,C,1,34,37,43,46,,,,,,
,MG,34.2,C,2,,,,,,,,,,
,MG,34.2,C,3,38,33,36,,,,,,,
,MG,34.2,C,4,35,42,47,48,,,,,,
,MG,34.2,C,5,32,45,40,,,,,,,
,MG,34.2,C,6,41,44,39,,,,,,,
,MG,34.2,D,1,13,11,17,26,28,27,,,,
,MG,34.2,D,2,24,2,,,,,,,,
,MG,34.2,D,3,3,8,19,12,,,,,,
,MG,34.2,D,4,6,15,20,14,,,,,,
,MG,34.2,D,5,1,10,18,25,21,,,,,
,MG,34.2,D,6,5,9,4,22,,,,,,
,MG,35.1,A,1,95,93,,,,,,,,
,MG,35.1,A,2,94,106,,,,,,,,
,MG,35.1,A,3,85,83,,,,,,,,
,MG,35.1,A,4,90,92,100,104,,,,,,
,MG,35.1,A,5,81,91,89,88,101,103,,,,
,MG,35.1,A,6,98,115,,,,,,,,
,MG,35.1,B,1,71,73,75,,,,,,,
,MG,35.1,B,2,57,59,64,56,,,,,,
,MG,35.1,B,3,66,68,,,,,,,,
,MG,35.1,B,4,70,,,,,,,,,
,MG,35.1,B,5,69,61,60,58,65,,,,,
,MG,35.1,B,6,67,62,55,72,,,,,,
,MG,35.1,C,1,36,40,42,47,,,,,,
,MG,35.1,C,2,33,44,50,51,52,,,,,
,MG,35.1,C,3,31,37,,,,,,,,
,MG,35.1,C,4,34,41,39,,,,,,,
,MG,35.1,C,5,45,46,48,49,,,,,,
,MG,35.1,C,6,35,30,38,32,43,,,,,
,MG,35.1,D,1,17,20,27,25,28,,,,,
,MG,35.1,D,2,13,18,29,,,,,,,
,MG,35.1,D,3,16,24,,,,,,,,
,MG,35.1,D,4,12,15,22,,,,,,,
,MG,35.1,D,5,6,7,14,21,,,,,,
,MG,35.1,D,6,4,9,5,8,11,10,19,23,26,
,MG,35.2,A,1,84,86,90,,,,,,,
,MG,35.2,A,2,62,76,74,70,81,78,,,,
,MG,35.2,A,3,85,,,,,,,,,
,MG,35.2,A,4,64,60,63,67,82,79,,,,
,MG,35.2,A,5,75,69,72,71,,,,,,
,MG,35.2,A,6,61,,,,,,,,,
,MG,35.2,B,1,54,51,59,,,,,,,
,MG,35.2,B,2,50,53,52,55,,,,,,
,MG,35.2,B,3,48,47,,,,,,,,
,MG,35.2,B,4,44,,,,,,,,,
,MG,35.2,B,5,43,46,49,58,57,56,,,,
,MG,35.2,B,6,91,,,,,,,,,
,MG,35.2,C,1,33,31,39,40,42,,,,,
,MG,35.2,C,2,24,25,32,38,,,,,,
,MG,35.2,C,3,26,35,,,,,,,,
,MG,35.2,C,4,29,30,,,,,,,,
