notes,Scorer,plate,row,column,ROI,,,,,,,,,,,,,,
,MG,20.2,D,3,66,79,,,,,,,,,,,,,
,MG,20.2,D,4,71,78,,,,,,,,,,,,,
,MG,20.2,D,5,84,70,75,69,74,,,,,,,,,,
,MG,20.2,D,6,73,65,72,,,,,,,,,,,,
,MG,21.1,A,1,49,,,,,,,,,,,,,,
,MG,21.1,A,2,33,,,,,,,,,,,,,,
,MG,21.1,A,3,47,60,56,,,,,,,,,,,,
,MG,21.1,A,4,46,62,,,,,,,,,,,,,
,MG,21.1,A,5,32,41,44,,,,,,,,,,,,
,MG,21.1,A,6,51,59,,,,,,,,,,,,,
,MG,21.1,B,1,98,,,,,,,,,,,,,,
,MG,21.1,B,2,82,,,,,,,,,,,,,,
,MG,21.1,B,3,111,120,,,,,,,,,,,,,
,MG,21.1,B,4,108,114,117,,,,,,,,,,,,
,MG,21.1,B,5,87,94,104,101,121,118,83,,,,,,,,
,MG,21.1,B,6,89,91,90,99,,,,,,,,,,,
,MG,21.1,C,1,132,,,,,,,,,,,,,,
,MG,21.1,C,2,140,,,,,,,,,,,,,,
,MG,21.1,C,3,146,192,,,,,,,,,,,,,
,MG,21.1,C,4,131,141,,,,,,,,,,,,,
,MG,21.1,C,5,143,145,142,,,,,,,,,,,,
,MG,21.1,C,6,137,,,,,,,,,,,,,,
,MG,21.1,D,1,164,,,,,,,,,,,,,,
,MG,21.1,D,2,176,,,,,,,,,,,,,,
,MG,21.1,D,3,177,,,,,,,,,,,,,,
,MG,21.1,D,4,162,172,180,,,,,,,,,,,,
,MG,21.1,D,5,182,184,185,183,,,,,,,,,,,
,MG,21.1,D,6,169,181,,,,,,,,,,,,,
,MG,21.2,A,1,143,,,,,,,,,,,,,,
,MG,21.2,A,2,23,144,,,,,,,,,,,,,
,MG,21.2,A,3,3,25,,,,,,,,,,,,,
,MG,21.2,A,4,24,145,,,,,,,,,,,,,
,MG,21.2,A,5,13,27,,,,,,,,,,,,,
,MG,21.2,A,6,16,17,20,19,,,,,,,,,,,
,MG,21.2,B,1,56,,,,,,,,,,,,,,
,MG,21.2,B,2,60,,,,,,,,,,,,,,
,MG,21.2,B,3,33,,,,,,,,,,,,,,
,MG,21.2,B,4,32,51,67,,,,,,,,,,,,
,MG,21.2,B,5,52,,,,,,,,,,,,,,
,MG,21.2,B,6,57,69,,,,,,,,,,,,,
,MG,21.2,C,1,84,,,,,,,,,,,,,,
,MG,21.2,C,2,146,,,,,,,,,,,,,,
,MG,21.2,C,3,89,87,,,,,,,,,,,,,
,MG,21.2,C,4,93,99,74,,,,,,,,,,,,
,MG,21.2,C,5,92,,,,,,,,,,,,,,
,MG,21.2,C,6,80,88,,,,,,,,,,,,,
,MG,21.2,D,1,129,,,,,,,,,,,,,,
,MG,21.2,D,2,147,,,,,,,,,,,,,,
,MG,21.2,D,3,148,,,,,,,,,,,,,,
,MG,21.2,D,4,149,,,,,,,,,,,,,,
,MG,21.2,D,5,121,123,,,,,,,,,,,,,
,MG,21.2,D,6,130,134,,,,,,,,,,,,,
,MG,22.1,A,1,189,,,,,,,,,,,,,,
,MG,22.1,A,2,24,,,,,,,,,,,,,,
,MG,22.1,A,3,190,,,,,,,,,,,,,,
,MG,22.1,A,4,22,28,,,,,,,,,,,,,
,MG,22.1,A,5,21,,,,,,,,,,,,,,
,MG,22.1,A,6,13,9,,,,,,,,,,,,,
,MG,22.1,B,1,53,75,,,,,,,,,,,,,
,MG,22.1,B,2,66,,,,,,,,,,,,,,
,MG,22.1,B,3,59,,,,,,,,,,,,,,
,MG,22.1,B,4,63,62,,,,,,,,,,,,,
,MG,22.1,B,5,65,,,,,,,,,,,,,,
,MG,22.1,B,6,48,61,67,60,,,,,,,,,,,
,MG,22.1,C,1,102,191,,,,,,,,,,,,,
,MG,22.1,C,2,192,,,,,,,,,,,,,,
,MG,22.1,C,3,100,107,,,,,,,,,,,,,
,MG,22.1,C,4,96,93,,,,,,,,,,,,,
,MG,22.1,C,5,99,,,,,,,,,,,,,,
,MG,22.1,C,6,103,110,,,,,,,,,,,,,
,MG,22.1,D,1,154,,,,,,,,,,,,,,
,MG,22.1,D,2,130,,,,,,,,,,,,,,
,MG,22.1,D,3,142,,,,,,,,,,,,,,
,MG,22.1,D,4,136,152,,,,,,,,,,,,,
,MG,22.1,D,5,128,133,161,146,,,,,,,,,,,
,MG,22.1,D,6,127,148,162,171,,,,,,,,,,,
,MG,22.2,A,1,11,,,,,,,,,,,,,,
,MG,22.2,A,2,14,,,,,,,,,,,,,,
,MG,22.2,A,3,22,17,,,,,,,,,,,,,
,MG,22.2,A,4,21,20,,,,,,,,,,,,,
,MG,22.2,A,5,12,,,,,,,,,,,,,,
,MG,22.2,A,6,16,28,24,25,,,,,,,,,,,
,MG,22.2,B,1,52,54,62,,,,,,,,,,,,
,MG,22.2,B,2,57,,,,,,,,,,,,,,
,MG,22.2,B,3,51,68,64,,,,,,,,,,,,
,MG,22.2,B,4,50,49,56,59,58,66,71,,,,,,,,
,MG,22.2,B,5,61,37,,,,,,,,,,,,,
,MG,22.2,B,6,45,55,63,67,,,,,,,,,,,
,MG,22.2,C,1,90,91,87,,,,,,,,,,,,
,MG,22.2,C,2,83,92,,,,,,,,,,,,,
,MG,22.2,C,3,80,78,84,86,,,,,,,,,,,
,MG,22.2,C,4,82,85,89,,,,,,,,,,,,
,MG,22.2,C,5,88,93,95,,,,,,,,,,,,
,MG,22.2,C,6,73,77,79,,,,,,,,,,,,
,MG,22.2,D,1,110,103,144,,,,,,,,,,,,
,MG,22.2,D,2,116,114,,,,,,,,,,,,,
,MG,22.2,D,3,112,143,,,,,,,,,,,,,
,MG,22.2,D,4,108,115,125,124,,,,,,,,,,,
,MG,22.2,D,5,104,111,,,,,,,,,,,,,
,MG,22.2,D,6,107,105,120,117,,,,,,,,,,,
,MG,23.1,A,1,26,43,58,12,,,,,,,,,,,
,MG,23.1,A,2,66,,,,,,,,,,,,,,
,MG,23.1,A,3,,,,,,,,,,,,,,,
,MG,23.1,A,4,40,69,,,,,,,,,,,,,
,MG,23.1,A,5,38,29,47,,,,,,,,,,,,
,MG,23.1,A,6,35,2,,,,,,,,,,,,,
,MG,23.1,B,1,82,91,,,,,,,,,,,,,
,MG,23.1,B,2,104,,,,,,,,,,,,,,
,MG,23.1,B,3,96,98,,,,,,,,,,,,,
,MG,23.1,B,4,86,92,93,,,,,,,,,,,,
,MG,23.1,B,5,95,97,100,103,102,105,,,,,,,,,
,MG,23.1,B,6,157,,,,,,,,,,,,,,
,MG,23.1,C,1,122,118,,,,,,,,,,,,,
,MG,23.1,C,2,112,116,126,129,,,,,,,,,,,
,MG,23.1,C,3,120,127,128,,,,,,,,,,,,
,MG,23.1,C,4,117,125,124,,,,,,,,,,,,
,MG,23.1,C,5,114,115,119,,,,,,,,,,,,
,MG,23.1,C,6,123,113,,,,,,,,,,,,,
,MG,23.1,D,1,136,,,,,,,,,,,,,,
,MG,23.1,D,2,137,,,,,,,,,,,,,,
,MG,23.1,D,3,145,,,,,,,,,,,,,,
,MG,23.1,D,4,135,139,138,141,144,,,,,,,,,,
,MG,23.1,D,5,140,143,142,146,,,,,,,,,,,
,MG,23.1,D,6,158,159,,,,,,,,,,,,,
,MG,23.2,A,1,13,28,,,,,,,,,,,,,
,MG,23.2,A,2,25,,,,,,,,,,,,,,
,MG,23.2,A,3,20,32,36,,,,,,,,,,,,
,MG,23.2,A,4,11,19,26,,,,,,,,,,,,
,MG,23.2,A,5,24,14,,,,,,,,,,,,,
,MG,23.2,A,6,145,,,,,,,,,,,,,,
,MG,23.2,B,1,63,75,85,,,,,,,,,,,,
,MG,23.2,B,2,69,73,,,,,,,,,,,,,
,MG,23.2,B,3,72,80,82,,,,,,,,,,,,
,MG,23.2,B,4,67,68,74,78,79,,,,,,,,,,
,MG,23.2,B,5,70,81,,,,,,,,,,,,,
,MG,23.2,B,6,62,71,76,,,,,,,,,,,,
,MG,23.2,C,1,103,,,,,,,,,,,,,,
,MG,23.2,C,2,108,,,,,,,,,,,,,,
,MG,23.2,C,3,94,97,102,,,,,,,,,,,,
,MG,23.2,C,4,96,105,109,,,,,,,,,,,,
,MG,23.2,C,5,92,95,,,,,,,,,,,,,
,MG,23.2,C,6,98,146,,,,,,,,,,,,,
,MG,23.2,D,1,139,124,142,,,,,,,,,,,,
,MG,23.2,D,2,127,,,,,,,,,,,,,,
,MG,23.2,D,3,126,134,,,,,,,,,,,,,
,MG,23.2,D,4,122,131,136,138,,,,,,,,,,,
,MG,23.2,D,5,132,135,129,,,,,,,,,,,,
,MG,23.2,D,6,121,123,125,133,,,,,,,,,,,
,MG,24.1,A,1,39,,,,,,,,,,,,,,
,MG,24.1,A,2,30,,,,,,,,,,,,,,
,MG,24.1,A,3,29,33,38,,,,,,,,,,,,
,MG,24.1,A,4,42,35,41,43,26,23,21,,,,,,,,
,MG,24.1,A,5,48,37,,,,,,,,,,,,,
,MG,24.1,A,6,34,,,,,,,,,,,,,,
,MG,24.1,B,1,64,,,,,,,,,,,,,,
,MG,24.1,B,2,61,,,,,,,,,,,,,,
,MG,24.1,B,3,65,68,,,,,,,,,,,,,
,MG,24.1,B,4,58,62,63,,,,,,,,,,,,
,MG,24.1,B,5,69,,,,,,,,,,,,,,
,MG,24.1,B,6,60,,,,,,,,,,,,,,
,MG,24.1,C,1,107,,,,,,,,,,,,,,
,MG,24.1,C,2,105,110,108,112,,,,,,,,,,,
,MG,24.1,C,3,99,,,,,,,,,,,,,,
,MG,24.1,C,4,103,109,102,116,,,,,,,,,,,
,MG,24.1,C,5,100,97,,,,,,,,,,,,,
,MG,24.1,C,6,92,101,,,,,,,,,,,,,
,MG,24.1,D,1,152,,,,,,,,,,,,,,
,MG,24.1,D,2,140,146,,,,,,,,,,,,,
,MG,24.1,D,3,133,130,136,139,143,,,,,,,,,,
,MG,24.1,D,4,131,135,141,,,,,,,,,,,,
,MG,24.1,D,5,128,123,122,,,,,,,,,,,,
,MG,24.1,D,6,137,,,,,,,,,,,,,,
,MG,24.2,A,1,16,,,,,,,,,,,,,,
,MG,24.2,A,2,13,,,,,,,,,,,,,,
,MG,24.2,A,3,18,19,22,,,,,,,,,,,,
,MG,24.2,A,4,10,9,12,,,,,,,,,,,,
,MG,24.2,A,5,23,14,11,152,,,,,,,,,,,
,MG,24.2,A,6,15,,,,,,,,,,,,,,
,MG,24.2,B,1,58,,,,,,,,,,,,,,
,MG,24.2,B,2,56,53,59,,,,,,,,,,,,
,MG,24.2,B,3,54,,,,,,,,,,,,,,
,MG,24.2,B,4,68,,,,,,,,,,,,,,
,MG,24.2,B,5,52,46,,,,,,,,,,,,,
,MG,24.2,B,6,153,,,,,,,,,,,,,,
,MG,24.2,C,1,91,,,,,,,,,,,,,,
,MG,24.2,C,2,,,,,,,,,,,,,,,
,MG,24.2,C,3,80,,,,,,,,,,,,,,
,MG,24.2,C,4,84,92,,,,,,,,,,,,,
,MG,24.2,C,5,97,95,102,103,,,,,,,,,,,
,MG,24.2,C,6,87,,,,,,,,,,,,,,
,MG,24.2,D,1,122,,,,,,,,,,,,,,
,MG,24.2,D,2,119,134,133,137,139,136,140,,,,,,,,
,MG,24.2,D,3,132,,,,,,,,,,,,,,
,MG,24.2,D,4,130,143,,,,,,,,,,,,,
,MG,24.2,D,5,117,125,,,,,,,,,,,,,
,MG,24.2,D,6,110,124,,,,,,,,,,,,,
,MG,25.1,A,1,22,24,127,,,,,,,,,,,,
,MG,25.1,A,2,25,128,,,,,,,,,,,,,
,MG,25.1,A,3,8,129,,,,,,,,,,,,,
,MG,25.1,A,4,21,36,,,,,,,,,,,,,
,MG,25.1,A,5,27,38,40,,,,,,,,,,,,
,MG,25.1,A,6,30,,,,,,,,,,,,,,
,MG,25.1,B,1,54,,,,,,,,,,,,,,
,MG,25.1,B,2,60,,,,,,,,,,,,,,
,MG,25.1,B,3,59,130,,,,,,,,,,,,,
,MG,25.1,B,4,63,,,,,,,,,,,,,,
,MG,25.1,B,5,67,,,,,,,,,,,,,,
,MG,25.1,B,6,57,61,64,,,,,,,,,,,,
,MG,25.1,C,1,78,92,,,,,,,,,,,,,
,MG,25.1,C,2,85,,,,,,,,,,,,,,
,MG,25.1,C,3,87,91,,,,,,,,,,,,,
,MG,25.1,C,4,,,,,,,,,,,,,,,
,MG,25.1,C,5,131,,,,,,,,,,,,,,
,MG,25.1,C,6,83,89,132,,,,,,,,,,,,
,MG,25.1,D,1,102,,,,,,,,,,,,,,
,MG,25.1,D,2,111,,,,,,,,,,,,,,
,MG,25.1,D,3,133,,,,,,,,,,,,,,
,MG,25.1,D,4,,,,,,,,,,,,,,,
,MG,25.1,D,5,114,,,,,,,,,,,,,,
,MG,25.1,D,6,104,107,110,,,,,,,,,,,,
,MG,25.2,A,1,13,16,19,,,,,,,,,,,,
,MG,25.2,A,2,21,,,,,,,,,,,,,,
,MG,25.2,A,3,193,,,,,,,,,,,,,,
,MG,25.2,A,4,,,,,,,,,,,,,,,
,MG,25.2,A,5,14,,,,,,,,,,,,,,
,MG,25.2,A,6,10,194,,,,,,,,,,,,,
,MG,25.2,B,1,64,67,87,92,,,,,,,,,,,
,MG,25.2,B,2,73,83,,,,,,,,,,,,,
,MG,25.2,B,3,77,,,,,,,,,,,,,,
,MG,25.2,B,4,90,,,,,,,,,,,,,,
,MG,25.2,B,5,NA,,,,,,,,,,,,,,
,MG,25.2,B,6,68,49,,,,,,,,,,,,,
,MG,25.2,C,1,114,117,122,,,,,,,,,,,,
,MG,25.2,C,2,124,,,,,,,,,,,,,,
,MG,25.2,C,3,121,129,,,,,,,,,,,,,
,MG,25.2,C,4,,,,,,,,,,,,,,,
,MG,25.2,C,5,111,,,,,,,,,,,,,,
,MG,25.2,C,6,110,112,195,,,,,,,,,,,,
,MG,25.2,D,1,160,159,164,161,158,,,,,,,,,,
,MG,25.2,D,2,147,,,,,,,,,,,,,,
,MG,25.2,D,3,196,,,,,,,,,,,,,,
,MG,25.2,D,4,,,,,,,,,,,,,,,
,MG,25.2,D,5,139,143,152,,,,,,,,,,,,
,MG,25.2,D,6,149,197,,,,,,,,,,,,,
,MG,26.1,A,1,13,,,,,,,,,,,,,,
,MG,26.1,A,2,17,14,15,,,,,,,,,,,,
,MG,26.1,A,3,12,,,,,,,,,,,,,,
,MG,26.1,A,4,19,,,,,,,,,,,,,,
,MG,26.1,A,5,9,11,,,,,,,,,,,,,
,MG,26.1,A,6,16,132,,,,,,,,,,,,,
,MG,26.1,B,1,35,46,44,,,,,,,,,,,,
,MG,26.1,B,2,42,,,,,,,,,,,,,,
,MG,26.1,B,3,37,,,,,,,,,,,,,,
,MG,26.1,B,4,39,,,,,,,,,,,,,,
,MG,26.1,B,5,43,41,38,,,,,,,,,,,,
,MG,26.1,B,6,45,133,,,,,,,,,,,,,
,MG,26.1,C,1,62,60,61,65,,,,,,,,,,,
,MG,26.1,C,2,74,71,,,,,,,,,,,,,
,MG,26.1,C,3,63,68,73,,,,,,,,,,,,
,MG,26.1,C,4,70,,,,,,,,,,,,,,
,MG,26.1,C,5,69,66,72,57,,,,,,,,,,,
,MG,26.1,C,6,,,,,,,,,,,,,,,
,MG,26.1,D,1,106,104,134,135,,,,,,,,,,,
,MG,26.1,D,2,80,100,,,,,,,,,,,,,
,MG,26.1,D,3,94,96,107,109,,,,,,,,,,,
,MG,26.1,D,4,89,,,,,,,,,,,,,,
,MG,26.1,D,5,82,91,93,,,,,,,,,,,,
,MG,26.1,D,6,84,81,,,,,,,,,,,,,
,MG,26.2,A,1,20,21,19,25,14,109,,,,,,,,,
,MG,26.2,A,2,6,12,3,,,,,,,,,,,,
,MG,26.2,A,3,5,,,,,,,,,,,,,,
,MG,26.2,A,4,15,,,,,,,,,,,,,,
,MG,26.2,A,5,13,18,24,22,,,,,,,,,,,
,MG,26.2,A,6,17,110,,,,,,,,,,,,,
,MG,26.2,B,1,51,44,40,111,112,,,,,,,,,,
,MG,26.2,B,2,46,35,43,41,,,,,,,,,,,
,MG,26.2,B,3,31,,,,,,,,,,,,,,
,MG,26.2,B,4,33,,,,,,,,,,,,,,
,MG,26.2,B,5,50,48,39,42,36,,,,,,,,,,
,MG,26.2,B,6,34,37,38,113,,,,,,,,,,,
,MG,26.2,C,1,52,55,,,,,,,,,,,,,
,MG,26.2,C,2,58,61,57,66,62,69,72,,,,,,,,
,MG,26.2,C,3,60,,,,,,,,,,,,,,
,MG,26.2,C,4,68,71,,,,,,,,,,,,,
,MG,26.2,C,5,63,64,70,,,,,,,,,,,,
,MG,26.2,C,6,65,73,,,,,,,,,,,,,
,MG,26.2,D,1,89,87,90,,,,,,,,,,,,
,MG,26.2,D,2,76,80,85,93,94,,,,,,,,,,
,MG,26.2,D,3,92,86,,,,,,,,,,,,,
,MG,26.2,D,4,91,,,,,,,,,,,,,,
,MG,26.2,D,5,83,82,96,,,,,,,,,,,,
,MG,26.2,D,6,81,84,,,,,,,,,,,,,
,MG,27.1,A,1,18,36,225,,,,,,,,,,,,
,MG,27.1,A,2,37,,,,,,,,,,,,,,
,MG,27.1,A,3,26,45,47,27,,,,,,,,,,,
,MG,27.1,A,4,24,32,,,,,,,,,,,,,
,MG,27.1,A,5,25,38,59,,,,,,,,,,,,
,MG,27.1,A,6,29,49,53,56,,,,,,,,,,,
,MG,27.1,B,1,86,85,,,,,,,,,,,,,
,MG,27.1,B,2,106,111,,,,,,,,,,,,,
,MG,27.1,B,3,89,105,92,99,110,103,96,,,,,,,,
,MG,27.1,B,4,75,82,87,94,101,116,119,118,,,,,,,
,MG,27.1,B,5,93,109,,,,,,,,,,,,,
,MG,27.1,B,6,98,113,114,117,,,,,,,,,,,
,MG,27.1,C,1,131,138,150,,,,,,,,,,,,
,MG,27.1,C,2,139,146,145,144,155,,,,,,,,,,
,MG,27.1,C,3,134,143,147,,,,,,,,,,,,
,MG,27.1,C,4,127,126,141,,,,,,,,,,,,
,MG,27.1,C,5,151,137,130,,,,,,,,,,,,
,MG,27.1,C,6,125,129,128,142,,,,,,,,,,,
,MG,27.1,D,1,161,,,,,,,,,,,,,,
,MG,27.1,D,2,167,,,,,,,,,,,,,,
,MG,27.1,D,3,181,178,176,166,,,,,,,,,,,
,MG,27.1,D,4,179,196,,,,,,,,,,,,,
,MG,27.1,D,5,198,182,187,,,,,,,,,,,,
,MG,27.1,D,6,168,165,,,,,,,,,,,,,
,MG,27.2,A,1,39,41,33,31,,,,,,,,,,,
,MG,27.2,A,2,38,,,,,,,,,,,,,,
,MG,27.2,A,3,32,42,,,,,,,,,,,,,
,MG,27.2,A,4,34,37,,,,,,,,,,,,,
,MG,27.2,A,5,30,35,47,,,,,,,,,,,,
,MG,27.2,A,6,17,51,,,,,,,,,,,,,
,MG,27.2,B,1,75,,,,,,,,,,,,,,
,MG,27.2,B,2,81,90,69,,,,,,,,,,,,
,MG,27.2,B,3,76,79,,,,,,,,,,,,,
,MG,27.2,B,4,61,70,84,,,,,,,,,,,,
,MG,27.2,B,5,73,80,,,,,,,,,,,,,
,MG,27.2,B,6,72,86,87,89,,,,,,,,,,,
,MG,27.2,C,1,119,121,108,,,,,,,,,,,,
,MG,27.2,C,2,109,,,,,,,,,,,,,,
,MG,27.2,C,3,113,115,120,,,,,,,,,,,,
,MG,27.2,C,4,117,104,107,,,,,,,,,,,,
,MG,27.2,C,5,110,112,102,,,,,,,,,,,,
,MG,27.2,C,6,103,105,114,,,,,,,,,,,,
,MG,27.2,D,1,133,147,150,,,,,,,,,,,,
,MG,27.2,D,2,132,141,,,,,,,,,,,,,
,MG,27.2,D,3,162,142,148,,,,,,,,,,,,
,MG,27.2,D,4,136,152,,,,,,,,,,,,,
,MG,27.2,D,5,137,134,143,,,,,,,,,,,,
,MG,27.2,D,6,135,138,,,,,,,,,,,,,
,MG,28.1,A,1,25,23,51,,,,,,,,,,,,
,MG,28.1,A,2,40,,,,,,,,,,,,,,
,MG,28.1,A,3,34,,,,,,,,,,,,,,
,MG,28.1,A,4,29,35,,,,,,,,,,,,,
,MG,28.1,A,5,26,,,,,,,,,,,,,,
,MG,28.1,A,6,33,30,43,,,,,,,,,,,,
,MG,28.1,B,1,63,70,,,,,,,,,,,,,
,MG,28.1,B,2,65,,,,,,,,,,,,,,
,MG,28.1,B,3,66,79,80,,,,,,,,,,,,
,MG,28.1,B,4,60,68,71,,,,,,,,,,,,
,MG,28.1,B,5,64,69,73,77,,,,,,,,,,,
,MG,28.1,B,6,59,,,,,,,,,,,,,,
,MG,28.1,C,1,103,110,,,,,,,,,,,,,
,MG,28.1,C,2,104,107,,,,,,,,,,,,,
,MG,28.1,C,3,111,112,117,,,,,,,,,,,,
,MG,28.1,C,4,105,109,100,106,,,,,,,,,,,
,MG,28.1,C,5,95,99,101,,,,,,,,,,,,
,MG,28.1,C,6,92,94,88,98,,,,,,,,,,,
,MG,28.1,D,1,132,160,157,,,,,,,,,,,,
,MG,28.1,D,2,152,149,,,,,,,,,,,,,
,MG,28.1,D,3,141,,,,,,,,,,,,,,
,MG,28.1,D,4,136,145,,,,,,,,,,,,,
,MG,28.1,D,5,156,,,,,,,,,,,,,,
,MG,28.1,D,6,142,151,144,155,,,,,,,,,,,
,MG,28.2,A,1,37,38,32,,,,,,,,,,,,
,MG,28.2,A,2,39,,,,,,,,,,,,,,
,MG,28.2,A,3,46,44,45,,,,,,,,,,,,
,MG,28.2,A,4,29,31,40,41,,,,,,,,,,,
,MG,28.2,A,5,30,35,,,,,,,,,,,,,
,MG,28.2,A,6,20,,,,,,,,,,,,,,
,MG,28.2,B,1,81,75,176,,,,,,,,,,,,
,MG,28.2,B,2,69,,,,,,,,,,,,,,
,MG,28.2,B,3,76,,,,,,,,,,,,,,
,MG,28.2,B,4,66,60,61,59,73,,,,,,,,,,
,MG,28.2,B,5,65,,,,,,,,,,,,,,
,MG,28.2,B,6,63,74,,,,,,,,,,,,,
,MG,28.2,C,1,99,113,115,,,,,,,,,,,,
,MG,28.2,C,2,96,89,,,,,,,,,,,,,
,MG,28.2,C,3,101,,,,,,,,,,,,,,
,MG,28.2,C,4,103,105,120,,,,,,,,,,,,
,MG,28.2,C,5,90,102,107,110,,,,,,,,,,,
,MG,28.2,C,6,95,94,112,,,,,,,,,,,,
,MG,28.2,D,1,131,177,,,,,,,,,,,,,
,MG,28.2,D,2,178,,,,,,,,,,,,,,
,MG,28.2,D,3,136,144,,,,,,,,,,,,,
,MG,28.2,D,4,128,159,138,,,,,,,,,,,,
,MG,28.2,D,5,129,140,,,,,,,,,,,,,
,MG,28.2,D,6,135,141,,,,,,,,,,,,,
,MG,29.1,A,1,23,,,,,,,,,,,,,,
,MG,29.1,A,2,17,14,,,,,,,,,,,,,
,MG,29.1,A,3,18,22,,,,,,,,,,,,,
,MG,29.1,A,4,21,,,,,,,,,,,,,,
,MG,29.1,A,5,13,12,10,15,,,,,,,,,,,
,MG,29.1,A,6,9,,,,,,,,,,,,,,
,MG,29.1,B,1,45,,,,,,,,,,,,,,
,MG,29.1,B,2,47,59,,,,,,,,,,,,,
,MG,29.1,B,3,38,58,,,,,,,,,,,,,
,MG,29.1,B,4,52,,,,,,,,,,,,,,
,MG,29.1,B,5,35,57,69,,,,,,,,,,,,
,MG,29.1,B,6,37,55,,,,,,,,,,,,,
,MG,29.1,C,1,86,91,85,103,,,,,,,,,,,
,MG,29.1,C,2,94,99,,,,,,,,,,,,,
,MG,29.1,C,3,104,109,98,96,97,173,,,,,,,,,
,MG,29.1,C,4,89,,,,,,,,,,,,,,
,MG,29.1,C,5,101,102,106,,,,,,,,,,,,
,MG,29.1,C,6,83,88,92,111,,,,,,,,,,,
,MG,29.1,D,1,129,123,,,,,,,,,,,,,
,MG,29.1,D,2,122,131,151,,,,,,,,,,,,
,MG,29.1,D,3,121,141,126,148,165,,,,,,,,,,
,MG,29.1,D,4,136,,,,,,,,,,,,,,
,MG,29.1,D,5,120,138,139,142,,,,,,,,,,,
,MG,29.1,D,6,119,128,140,125,,,,,,,,,,,
,MG,29.2,A,1,33,35,,,,,,,,,,,,,
,MG,29.2,A,2,42,36,25,,,,,,,,,,,,
,MG,29.2,A,3,24,40,,,,,,,,,,,,,
,MG,29.2,A,4,2,,,,,,,,,,,,,,
,MG,29.2,A,5,29,32,,,,,,,,,,,,,
,MG,29.2,A,6,177,,,,,,,,,,,,,,
,MG,29.2,B,1,78,81,84,,,,,,,,,,,,
,MG,29.2,B,2,54,61,58,71,,,,,,,,,,,
,MG,29.2,B,3,88,,,,,,,,,,,,,,
,MG,29.2,B,4,56,178,,,,,,,,,,,,,
,MG,29.2,B,5,65,76,85,86,,,,,,,,,,,
,MG,29.2,B,6,64,79,,,,,,,,,,,,,
,MG,29.2,C,1,124,179,,,,,,,,,,,,,
,MG,29.2,C,2,117,121,,,,,,,,,,,,,
,MG,29.2,C,3,114,116,,,,,,,,,,,,,
,MG,29.2,C,4,120,125,,,,,,,,,,,,,
,MG,29.2,C,5,110,122,119,180,,,,,,,,,,,
,MG,29.2,C,6,115,,,,,,,,,,,,,,
,MG,29.2,D,1,181,,,,,,,,,,,,,,
,MG,29.2,D,2,150,,,,,,,,,,,,,,
,MG,29.2,D,3,149,182,183,,,,,,,,,,,,
,MG,29.2,D,4,184,,,,,,,,,,,,,,
,MG,29.2,D,5,144,,,,,,,,,,,,,,
,MG,29.2,D,6,143,153,,,,,,,,,,,,,
,MG,30.1,A,1,14,,,,,,,,,,,,,,
,MG,30.1,A,2,31,26,,,,,,,,,,,,,
,MG,30.1,A,3,22,21,,,,,,,,,,,,,
,MG,30.1,A,4,28,135,,,,,,,,,,,,,
,MG,30.1,A,5,23,19,29,33,34,,,,,,,,,,
,MG,30.1,A,6,16,20,24,17,,,,,,,,,,,
,MG,30.1,B,1,39,51,58,57,,,,,,,,,,,
,MG,30.1,B,2,45,47,,,,,,,,,,,,,
,MG,30.1,B,3,40,42,46,,,,,,,,,,,,
,MG,30.1,B,4,53,56,48,54,35,,,,,,,,,,
,MG,30.1,B,5,41,49,55,59,,,,,,,,,,,
,MG,30.1,B,6,43,44,52,,,,,,,,,,,,
,MG,30.1,C,1,65,75,79,,,,,,,,,,,,
,MG,30.1,C,2,64,73,67,,,,,,,,,,,,
,MG,30.1,C,3,69,80,71,72,,,,,,,,,,,
,MG,30.1,C,4,78,82,,,,,,,,,,,,,
,MG,30.1,C,5,68,76,77,,,,,,,,,,,,
,MG,30.1,C,6,63,66,74,,,,,,,,,,,,
,MG,30.1,D,1,97,90,84,85,92,,,,,,,,,,
,MG,30.1,D,2,95,86,105,112,103,114,,,,,,,,,
,MG,30.1,D,3,91,108,,,,,,,,,,,,,
,MG,30.1,D,4,136,88,98,107,106,,,,,,,,,,
,MG,30.1,D,5,104,102,89,,,,,,,,,,,,
,MG,30.1,D,6,101,99,87,94,,,,,,,,,,,
,MG,30.2,A,1,19,26,,,,,,,,,,,,,
,MG,30.2,A,2,17,21,18,,,,,,,,,,,,
,MG,30.2,A,3,9,15,,,,,,,,,,,,,
,MG,30.2,A,4,10,13,24,,,,,,,,,,,,
,MG,30.2,A,5,14,20,22,23,25,,,,,,,,,,
,MG,30.2,A,6,4,,,,,,,,,,,,,,
,MG,30.2,B,1,47,45,42,,,,,,,,,,,,
,MG,30.2,B,2,43,37,36,,,,,,,,,,,,
,MG,30.2,B,3,33,34,41,,,,,,,,,,,,
,MG,30.2,B,4,50,52,39,,,,,,,,,,,,
,MG,30.2,B,5,35,48,51,46,,,,,,,,,,,
,MG,30.2,B,6,40,44,53,,,,,,,,,,,,
,MG,30.2,C,1,55,62,67,73,,,,,,,,,,,
,MG,30.2,C,2,60,58,75,77,,,,,,,,,,,
,MG,30.2,C,3,66,61,59,,,,,,,,,,,,
