id,Plate,Plate Rep,Genotype,Salt,Microbes,Row,Column,lon,lat,conc_corrected,BZT_percent_d,X10.FN,od600,od750,BZTalanine,glycosylatedBZT,BZTacetylalanine,aniline,amino_3_phenol,phenazine,methylBZT,methoxyBZT,km,density
26.1.A5,26,1,Okb,0,No,A,5,79.439167,43.824444,0.1027305065,89.7269493455,3,0.0535,0.0495,0,7.92E-012,0,4.24E-012,0,0,4.05E-012,4.73E-013,19.5870370722,9343.0020071955
26.2.B4,26,2,Mdv,0,Yes,B,4,79.7357,43.6211,0.1109363128,88.9063687157,2,0.065,0.0545,0,0,0,6.20E-012,0,0,0,4.27E-013,28.6229455005,8397.5387875238
26.2.B5,26,2,Okb,0,Yes,B,5,79.439167,43.824444,0.141452751,85.8547248955,4,0.044,0.041,9.63E-012,8.43E-012,0,4.27E-012,0,0,0,4.51E-013,19.5870370722,9343.0020071955
26.2.C4,26,2,Mdv,0.8,Yes,C,4,79.7357,43.6211,0.1031147557,89.6885244255,2,0.087,0.068,0,0,0,2.04E-012,8.30E-012,0,0,7.33E-013,28.6229455005,8397.5387875238
26.2.C5,26,2,Okb,0.8,Yes,C,5,79.439167,43.824444,0.1265916079,87.3408392078,7,0.0515,0.048,0,9.00E-012,0,3.43E-012,0,0,0,0,19.5870370722,9343.0020071955
26.2.D4,26,2,Mdv,0.8,No,D,4,79.7357,43.6211,0.0695708075,93.0429192544,1,0.056,0.0465,0,0,0,1.98E-011,0,0,0,0,28.6229455005,8397.5387875238
26.2.D5,26,2,Okb,0.8,No,D,5,79.439167,43.824444,0.1474463149,85.2553685075,3,0.045,0.0425,1.40E-011,5.33E-012,0,6.02E-012,0,0,0,3.97E-013,19.5870370722,9343.0020071955
27.1.B4,27,1,Stn,0,Yes,B,4,78.702247,44.281094,0.0736297361,92.6370263862,7,0.0525,0.0445,0,1.20E-011,0,6.48E-012,0,0,0,3.34E-012,88.6683329528,868.8140311638
27.1.C4,27,1,Stn,0.8,Yes,C,4,78.702247,44.281094,0.0734662608,92.6533739205,5,0.0655,0.08,1.39E-011,9.65E-012,0,8.54E-012,1.07E-011,0,4.60E-012,4.07E-012,88.6683329528,868.8140311638
27.2.A4,27,2,Stn,0.8,No,A,4,78.702247,44.281094,0.0906753749,90.9324625122,2,0.143,0.1285,6.29E-012,2.93E-012,0,5.31E-012,0,0,0,2.06E-012,88.6683329528,868.8140311638
27.2.D4,27,2,Stn,0,No,D,4,78.702247,44.281094,0.0680017889,93.1998211135,2,0.095,0.0845,1.18E-011,3.95E-012,0,3.69E-012,0,8.78E-012,0,7.57E-013,88.6683329528,868.8140311638
29.1.B3,29,1,Brd,0.8,Yes,B,3,79.9236,44.2233,0.0695708075,93.0429192544,3,0.1885,0.143,0,5.11E-012,1.15E-012,2.86E-011,1.22E-011,0,0,9.05E-013,76.837486367,1157.0533146003
29.1.B4,29,1,Nnq,0.8,Yes,B,4,78.9723,44.17564,0.0387968788,96.1203121189,3,0.0445,0.042,0,7.67E-013,0,1.10E-011,0,0,0,6.18E-013,66.8435025837,1100.9134211108
29.1.D3,29,1,Brd,0.8,No,D,3,79.9236,44.2233,0.0880514198,91.1948580204,9,0.05,0.0445,0,1.17E-011,1.19E-012,2.07E-011,0,0,0,8.63E-013,76.837486367,1157.0533146003
29.1.D4,29,1,Nnq,0.8,No,D,4,78.9723,44.17564,0.0171599677,98.284003233,2,0.0435,0.048,0,0,0,1.73E-011,0,1.06E-012,0,5.03E-013,66.8435025837,1100.9134211108
29.2.B3,29,2,Brd,0,No,B,3,79.9236,44.2233,0.0995307949,90.0469205128,6,0.0445,0.043,0,7.48E-012,0,8.41E-012,0,0,0,1.11E-012,76.837486367,1157.0533146003
29.2.B4,29,2,Nnq,0,No,B,4,78.9723,44.17564,0.022769536,97.7230463997,2,0.075,0.0755,0,0,0,7.79E-012,0,0,6.20E-012,8.26E-013,66.8435025837,1100.9134211108
29.2.C3,29,2,Brd,0,Yes,C,3,79.9236,44.2233,0.0627109134,93.7289086586,4,0.041,0.041,0,5.27E-012,0,5.60E-012,9.51E-012,0,0,9.71E-013,76.837486367,1157.0533146003
29.2.C4,29,2,Nnq,0,Yes,C,4,78.9723,44.17564,0.0550810034,94.4918996573,2,0.0425,0.0415,0,0,0,5.07E-012,0,0,4.45E-012,6.38E-013,66.8435025837,1100.9134211108
30.1.A4,30,1,Brd,0,Yes,A,4,79.9236,44.2233,0.1466701981,85.3329801945,4,0.047,0.0465,8.68E-012,7.89E-012,1.31E-012,6.24E-012,0,0,0,5.67E-013,76.837486367,1157.0533146003
30.1.A5,30,1,Cmb,0,Yes,A,5,79.975472,43.493389,0.1234108502,87.6589149821,6,0.0415,0.041,0,5.63E-012,0,1.34E-011,0,0,3.34E-011,4.45E-012,50.9720032175,1443.2913184651
30.2.A4,30,2,Brd,0.8,Yes,A,4,79.9236,44.2233,0.0790981324,92.0901867626,2,0.09,0.0825,0,4.05E-012,0,1.37E-011,0,0,0,6.00E-013,76.837486367,1157.0533146003
30.2.A5,30,2,Cmb,0.8,Yes,A,5,79.975472,43.493389,0.0755767456,92.4423254408,4,0.049,0.051,0,2.78E-012,1.34E-012,7.58E-012,0,0,2.04E-011,5.11E-013,50.9720032175,1443.2913184651
30.2.C4,30,2,Brd,0,No,C,4,79.9236,44.2233,0.0884022223,91.1597777735,4,0.156,0.1415,0,5.54E-012,0,6.06E-012,0,1.10E-012,0,9.21E-013,76.837486367,1157.0533146003
30.2.C5,30,2,Cmb,0,No,C,5,79.975472,43.493389,0.1055438929,89.4456107081,8,0.045,0.0455,0,8.61E-012,0,9.23E-012,1.21E-011,0,2.13E-011,5.91E-013,50.9720032175,1443.2913184651
30.2.D4,30,2,Brd,0.8,No,D,4,79.9236,44.2233,0.1043367447,89.5663255323,3,0.094,0.096,0,5.06E-012,0,1.13E-011,0,0,0,1.38E-012,76.837486367,1157.0533146003
30.2.D5,30,2,Cmb,0.8,No,D,5,79.975472,43.493389,0.1130157602,88.6984239799,3,0.0425,0.0405,0,5.83E-012,0,1.33E-011,0,0,2.85E-011,1.65E-012,50.9720032175,1443.2913184651
31.1.C6,31,1,Wlp,0,Yes,C,6,82.464411,42.545407,0.0749769302,92.5023069849,3,0.0485,0.091,0,4.32E-012,1.13E-012,8.07E-012,0,0,5.14E-012,8.92E-013,279.1369747911,1313.0307752046
31.1.D6,31,1,Wlp,0.8,Yes,D,6,82.464411,42.545407,0.0719202918,92.8079708219,3,0.198,0.17,0,0,0,9.64E-012,0,1.19E-012,0,5.07E-012,279.1369747911,1313.0307752046
31.2.A6,31,2,Wlp,0,No,A,6,82.464411,42.545407,0.0664562157,93.3543784285,2,0.0715,0.068,0,0,0,2.60E-011,0,0,0,2.39E-012,279.1369747911,1313.0307752046
31.2.C6,31,2,Wlp,0.8,No,C,6,82.464411,42.545407,0.0722957784,92.7704221597,3,0.1315,0.126,6.37E-012,1.48E-012,9.19E-013,1.43E-011,0,0,0,1.47E-012,279.1369747911,1313.0307752046
32.1.B2,32,1,Mdv,0,No,B,2,79.7357,43.6211,0.1307419318,86.9258068192,4,0.0645,0.052,0,4.93E-012,1.27E-012,2.00E-011,0,0,2.57E-011,0,28.6229455005,8397.5387875238
32.1.C2,32,1,Mdv,0.8,Yes,C,2,79.7357,43.6211,0.046254487,95.3745513025,2,0.0945,0.0815,0,0,8.03E-013,1.39E-011,0,0,6.13E-012,7.21E-013,28.6229455005,8397.5387875238
32.1.D2,32,1,Mdv,0.8,No,D,2,79.7357,43.6211,0.052386453,94.761354699,3,0.051,0.043,0,0,0,2.53E-011,0,1.21E-012,8.28E-012,3.78E-013,28.6229455005,8397.5387875238
32.2.D2,32,2,Mdv,0,Yes,D,2,79.7357,43.6211,0.0292480465,97.0751953484,0,0.115,0.106,0,0,0,7.48E-012,0,0,0,1.12E-012,28.6229455005,8397.5387875238
33.1.A1,33,1,Cst,0.8,Yes,A,1,79.8464,43.5259,0.0357009007,96.4299099276,14,0.0465,0.045,0,7.31E-012,0,2.06E-011,0,0,5.56E-012,3.52E-013,39.9451645319,5452.2976856428
33.1.A4,33,1,Wlp,0.8,Yes,A,4,82.464411,42.545407,0.0397502438,96.0249756163,0,0.0495,0.051,0,0,1.56E-012,2.94E-011,0,0,0,8.86E-013,279.1369747911,1313.0307752046
33.1.A6,33,1,Brd,0.8,Yes,A,6,79.9236,44.2233,0.0822397994,91.7760200567,3,0.048,0.0435,0,3.07E-012,0,3.16E-011,0,0,0,1.02E-012,76.837486367,1157.0533146003
33.1.B1,33,1,Cst,0,Yes,B,1,79.8464,43.5259,0.1260872589,87.3912741114,15,0.1175,0.1085,0,9.93E-012,0,1.82E-011,0,0,1.16E-011,9.37E-013,39.9451645319,5452.2976856428
33.1.B4,33,1,Wlp,0,Yes,B,4,82.464411,42.545407,0.0614886235,93.8511376473,5,0.0445,0.0425,1.07E-011,8.37E-012,1.05E-012,7.26E-012,1.31E-011,0,0,2.70E-012,279.1369747911,1313.0307752046
33.1.B6,33,1,Brd,0,Yes,B,6,79.9236,44.2233,0.1096607129,89.0339287128,5,0.1405,0.092,1.64E-011,9.08E-012,2.09E-012,9.80E-012,8.99E-012,0,0,8.47E-013,76.837486367,1157.0533146003
33.2.B1,33,2,Cst,0,No,B,1,79.8464,43.5259,0.0850664086,91.4933591384,11,0.054,0.0485,0,7.71E-012,0,1.27E-011,0,3.87E-012,8.00E-012,1.11E-012,39.9451645319,5452.2976856428
33.2.B4,33,2,Wlp,0,No,B,4,82.464411,42.545407,0.048363648,95.1636352024,3,0.123,0.1175,0,2.25E-012,0,2.13E-011,0,0,0,1.06E-012,279.1369747911,1313.0307752046
33.2.B6,33,2,Brd,0,No,B,6,79.9236,44.2233,0.0676286342,93.2371365821,4,0.2215,0.1895,0,6.56E-012,1.20E-012,9.06E-012,0,0,0,4.65E-013,76.837486367,1157.0533146003
33.2.D1,33,2,Cst,0.8,No,D,1,79.8464,43.5259,0.0660871082,93.3912891805,7,0.1035,0.0945,0,6.29E-012,0,2.19E-011,0,0,4.96E-012,1.91E-012,39.9451645319,5452.2976856428
33.2.D4,33,2,Wlp,0.8,No,D,4,82.464411,42.545407,0.0706008935,92.9399106503,4,0.043,0.041,0,5.70E-012,1.23E-012,2.20E-011,0,0,5.66E-012,7.27E-013,279.1369747911,1313.0307752046
33.2.D6,33,2,Brd,0.8,No,D,6,79.9236,44.2233,0.0929417975,90.7058202518,6,0.0525,0.0485,0,5.93E-012,9.76E-013,1.20E-011,0,0,4.58E-012,6.03E-013,76.837486367,1157.0533146003
34.1.A1,34,1,HBE,0.8,No,A,1,79.477222,43.620278,0.0804984733,91.9501526663,10,0.0455,0.044,6.92E-012,1.28E-011,0,4.32E-012,0,0,6.42E-012,8.41E-013,8.414886774,6771.2156320371
34.1.A2,34,1,Arb,0.8,No,A,2,79.7485,43.4353,0.0236733777,97.6326622268,1,0.052,0.0475,9.98E-012,0,2.68E-012,2.22E-011,0,0,0,0,38.1731833599,7263.8327417287
34.1.A4,34,1,Cnp,0.8,No,A,4,78.934218,43.938637,0.084005898,91.5994102017,9,0.0435,0.0445,5.75E-012,1.17E-011,0,7.37E-012,0,0,5.16E-012,1.40E-012,48.074133906,6404.050772111
34.1.B1,34,1,HBE,0,No,B,1,79.477222,43.620278,0.0715428368,92.8457163217,7,0.101,0.1,1.04E-011,8.09E-012,0,4.42E-012,0,0,0,9.05E-013,8.414886774,6771.2156320371
34.1.B2,34,1,Arb,0,No,B,2,79.7485,43.4353,0.091793188,90.8206812027,1,0.1935,0.1735,1.46E-011,0,0,1.11E-011,0,0,0,0,38.1731833599,7263.8327417287
34.1.B4,34,1,Cnp,0,No,B,4,78.934218,43.938637,0.0847795939,91.52204061,5,0.0455,0.0445,0,6.43E-012,0,6.10E-012,0,5.19E-012,7.55E-012,3.02E-012,48.074133906,6404.050772111
34.1.C1,34,1,HBE,0.8,Yes,C,1,79.477222,43.620278,0.0573131236,94.2686876385,3,0.0835,0.0795,0,3.52E-012,0,5.87E-012,0,0,0,1.06E-012,8.414886774,6771.2156320371
34.1.C2,34,1,Arb,0.8,Yes,C,2,79.7485,43.4353,0.0627109134,93.7289086586,3,0.088,0.076,1.59E-011,0,0,2.66E-011,0,0,0,4.11E-013,38.1731833599,7263.8327417287
34.1.C4,34,1,Cnp,0.8,Yes,C,4,78.934218,43.938637,0.047831575,95.2168425009,5,0.0515,0.05,0,6.33E-012,0,4.71E-012,0,0,1.10E-011,2.41E-012,48.074133906,6404.050772111
34.2.D1,34,2,HBE,0,Yes,D,1,79.477222,43.620278,0.0951328059,90.4867194073,3,0.1595,0.1455,7.37E-012,6.22E-012,0,5.89E-012,8.72E-012,0,0,1.05E-012,8.414886774,6771.2156320371
34.2.D2,34,2,Arb,0,Yes,D,2,79.7485,43.4353,0.0895379949,91.0462005119,1,0.152,0.1085,6.56E-012,0,0,7.00E-012,0,0,0,9.26E-013,38.1731833599,7263.8327417287
34.2.D4,34,2,Cnp,0,Yes,D,4,78.934218,43.938637,0.1209869423,87.9013057662,5,0.0545,0.0565,5.97E-012,8.22E-012,0,1.26E-011,1.29E-011,0,6.49E-012,8.49E-013,48.074133906,6404.050772111
4.1.A3,4,1,Cst,0,Yes,A,3,79.8464,43.5259,0.0940788345,90.5921165517,7,0.043,0.0465,0,6.53E-012,0,9.14E-012,0,0,6.07E-012,2.07E-012,39.9451645319,5452.2976856428
4.1.A4,4,1,Cmb,0,Yes,A,4,79.975472,43.493389,0.0393979968,96.0602003171,5,0.044,0.0435,0,5.91E-012,0,5.47E-012,0,3.53E-012,2.08E-011,4.45E-012,50.9720032175,1443.2913184651
4.2.A3,4,2,Cst,0,No,A,3,79.8464,43.5259,0.1880879633,81.1912036686,6,0.0505,0.052,0,1.50E-012,1.26E-012,5.95E-012,9.71E-012,0,4.99E-012,2.34E-012,39.9451645319,5452.2976856428
4.2.A4,4,2,Cmb,0,No,A,4,79.975472,43.493389,0.1974989678,80.2501032181,4,0.0565,0.0505,0,0,0,1.33E-011,0,0,7.12E-012,0,50.9720032175,1443.2913184651
4.2.B3,4,2,Cst,0.8,No,B,3,79.8464,43.5259,0.0656019397,93.4398060307,8,0.051,0.0435,0,3.93E-012,0,7.72E-012,0,3.51E-012,1.02E-011,4.95E-012,39.9451645319,5452.2976856428
4.2.B4,4,2,Cmb,0.8,No,B,4,79.975472,43.493389,0.1318859119,86.8114088129,5,0.0445,0.042,0,6.34E-012,0,9.25E-012,0,2.44E-012,1.97E-011,2.29E-012,50.9720032175,1443.2913184651
4.2.D3,4,2,Cst,0.8,Yes,D,3,79.8464,43.5259,0.0438643536,95.6135646368,2,0.053,0.0505,0,3.19E-012,0,9.75E-012,0,3.02E-012,7.58E-012,2.97E-012,39.9451645319,5452.2976856428
4.2.D4,4,2,Cmb,0.8,Yes,D,4,79.975472,43.493389,0.1055686183,89.4431381743,8,0.066,0.0645,0,8.82E-012,0,3.33E-011,0,5.92E-012,9.88E-012,2.90E-012,50.9720032175,1443.2913184651
5.1.A5,5,1,Mck,0.8,No,A,5,79.530278,43.858889,0.1293100152,87.0689984845,10,0.042,0.041,0,9.27E-012,0,7.18E-012,0,1.13E-012,1.85E-011,0,25.7707365343,6430.875975367
5.1.B5,5,1,Mck,0,Yes,B,5,79.530278,43.858889,0.1096607129,89.0339287128,2,0.2515,0.2025,1.63E-011,4.48E-012,0,9.22E-012,0,0,3.99E-012,4.59E-013,25.7707365343,6430.875975367
5.1.C5,5,1,Mck,0,No,C,5,79.530278,43.858889,0.0994967254,90.050327455,8,0.17,0.1525,0,0,0,5.20E-012,0,0,4.99E-012,1.16E-012,25.7707365343,6430.875975367
5.1.D5,5,1,Mck,0.8,Yes,D,5,79.530278,43.858889,0.0928903177,90.7109682291,2,0.1525,0.134,1.28E-011,5.05E-012,1.19E-012,7.03E-012,0,2.69E-012,6.29E-012,3.49E-013,25.7707365343,6430.875975367
7.1.B1,7,1,Stn,0,Yes,B,1,78.702247,44.281094,0.0995285277,90.0471472309,3,0.056,0.0535,6.53E-012,7.38E-012,0,7.72E-012,1.23E-011,0,7.56E-012,1.00E-012,88.6683329528,868.8140311638
7.1.B2,7,1,Cst,0,Yes,B,2,79.8464,43.5259,0.0686466101,93.1353389934,11,0.045,0.043,0,6.90E-012,0,6.09E-012,8.33E-012,0,4.58E-012,6.07E-012,39.9451645319,5452.2976856428
7.1.C1,7,1,Stn,0,No,C,1,78.702247,44.281094,0.1363159115,86.3684088487,7,0.0875,0.083,0,1.15E-011,0,8.25E-012,0,5.56E-012,6.67E-012,5.59E-013,88.6683329528,868.8140311638
7.1.C2,7,1,Cst,0,No,C,2,79.8464,43.5259,0.0535792126,94.6420787386,6,0.059,0.0555,6.14E-012,0,9.50E-013,8.94E-012,1.16E-011,0,4.05E-012,6.07E-013,39.9451645319,5452.2976856428
7.1.D1,7,1,Stn,0.8,Yes,D,1,78.702247,44.281094,0.0932891469,90.6710853103,5,0.0445,0.0435,0,5.72E-012,0,7.18E-012,0,0,4.23E-012,8.12E-013,88.6683329528,868.8140311638
7.1.D2,7,1,Cst,0.8,Yes,D,2,79.8464,43.5259,0.0758766533,92.4123346687,5,0.041,0.04,0,4.59E-012,0,6.02E-012,0,4.70E-012,4.45E-012,1.13E-012,39.9451645319,5452.2976856428
7.2.B1,7,2,Stn,0.8,No,B,1,78.702247,44.281094,0.050726,94.9273999985,5,0.0585,0.055,0,1.12E-011,0,7.94E-012,0,3.75E-012,0,9.59E-013,88.6683329528,868.8140311638
7.2.B2,7,2,Cst,0.8,No,B,2,79.8464,43.5259,0.0960005031,90.3999496885,4,0.068,0.0605,0,5.76E-012,0,4.75E-012,0,0,4.51E-012,5.40E-012,39.9451645319,5452.2976856428
8.1.A3,8,1,RdM,0,Yes,A,3,76.743675,44.769978,0.2423248465,75.7675153519,5,0.076,0.0655,6.27E-012,5.90E-012,8.94E-013,3.33E-012,8.28E-012,0,8.51E-012,1.56E-012,244.5447241801,1120.5178111356
8.1.B3,8,1,RdM,0.8,No,B,3,76.743675,44.769978,0.1063604252,89.3639574819,6,0.051,0.0425,0,5.07E-012,0,6.52E-012,1.76E-011,6.01E-012,7.73E-012,1.48E-012,244.5447241801,1120.5178111356
8.2.B3,8,2,RdM,0.8,Yes,B,3,76.743675,44.769978,0.1269863186,87.3013681386,3,0.0565,0.0485,0,5.75E-012,0,7.58E-012,1.70E-011,3.61E-012,0,9.59E-013,244.5447241801,1120.5178111356
8.2.D3,8,2,RdM,0,No,D,3,76.743675,44.769978,0.2091248021,79.0875197926,9,0.0535,0.0525,0,4.69E-012,0,1.16E-011,2.61E-011,0,9.55E-012,1.49E-012,244.5447241801,1120.5178111356
9.1.A3,9,1,Mck,0.8,Yes,A,3,79.530278,43.858889,0.0999235616,90.0076438449,2,0.0765,0.0725,6.62E-011,2.84E-012,6.62E-013,8.80E-012,0,0,0,4.29E-013,25.7707365343,6430.875975367
9.1.B3,9,1,Mck,0,No,B,3,79.530278,43.858889,0.1792738718,82.0726128192,4,0.068,0.0665,0,1.61E-011,0,8.18E-012,1.84E-011,5.44E-012,7.41E-012,1.71E-012,25.7707365343,6430.875975367
9.2.B3,9,2,Mck,0,Yes,B,3,79.530278,43.858889,0.182179992,81.7820007992,1,0.131,0.125,5.62E-012,1.09E-012,0,1.56E-011,8.76E-012,0,9.97E-012,0,25.7707365343,6430.875975367
9.2.D3,9,2,Mck,0.8,No,D,3,79.530278,43.858889,0.1084357478,89.1564252198,8,0.0465,0.0495,0,4.84E-012,0,6.09E-011,1.20E-011,2.60E-012,5.09E-012,0,25.7707365343,6430.875975367
